machine_id,cycle,temperature,vibration,pressure,rpm,failure_within_20
M150,15,61.75,2.306,105.51,1477,0
M150,16,64.52,3.874,96.98,1468,0
M150,17,68.75,2.351,104.27,1480,0
M150,18,65.01,3.103,98.69,1505,0
M150,19,62.67,2.659,100.41,1508,0
M150,20,61.23,3.766,101.81,1489,0
M150,21,68.19,2.751,101.71,1466,0
M150,22,63.22,3.546,99.69,1534,0
M150,23,66.12,2.853,103.58,1479,0
M150,24,71.09,3.437,100.25,1523,0
M150,25,65.12,1.97,97.23,1515,0
M150,26,67.11,2.485,100.81,1502,0
M150,27,67.06,2.848,101.3,1491,0
M150,28,64.1,2.87,101.03,1487,0
M150,29,65.79,2.684,100.74,1496,0
M150,30,66.86,1.849,101.65,1507,0
M150,31,61.73,3.137,100.3,1494,0
M150,32,65.66,2.697,98.78,1492,0
M150,33,65.51,2.336,101.37,1482,0
M150,34,69.91,2.975,99.66,1470,0
M150,35,65.98,3.169,101.16,1486,0
M150,36,63.68,2.212,104.47,1508,0
M150,37,63.82,1.811,96.39,1499,0
M150,38,64.58,3.568,100.36,1508,0
M150,39,66.53,3.593,98.99,1485,0
M150,40,65.28,3.504,101.09,1509,0
M150,41,59.29,2.796,104.03,1511,0
M150,42,61.17,3.563,98.07,1479,0
M150,43,67.43,3.661,96.45,1499,0
M150,44,67.97,3.458,99.39,1470,0
M150,45,68.27,2.912,101.0,1508,0
M150,46,69.25,2.636,103.42,1513,0
M150,47,63.08,2.739,98.57,1497,0
M150,48,60.92,3.919,99.86,1522,0
M150,49,65.52,2.589,100.05,1476,0
M150,50,64.94,2.624,99.05,1489,0
M150,51,68.56,3.594,100.55,1525,0
M150,52,66.64,3.219,99.35,1473,0
M150,53,62.7,3.989,102.86,1494,0
M150,54,60.18,2.432,98.33,1479,0
M150,55,61.14,3.038,95.93,1500,0
M150,56,60.23,2.645,98.87,1516,0
M150,57,63.88,2.323,98.98,1490,0
M150,58,69.17,2.451,96.05,1472,0
M150,59,60.53,3.706,102.36,1534,0
M150,60,67.81,2.537,97.63,1452,0
M150,61,68.37,1.728,97.95,1490,0
M150,62,67.45,3.701,100.69,1472,0
M150,63,62.96,2.653,100.15,1477,0
M150,64,66.96,3.059,99.25,1548,0
M150,65,64.17,3.14,97.4,1468,0
M150,66,64.48,2.305,99.6,1513,0
M150,67,62.39,3.348,98.57,1506,0
M150,68,65.75,4.616,96.95,1488,0
M150,69,59.52,3.537,102.23,1479,0
M150,70,66.5,3.055,97.3,1492,0
M150,71,64.81,2.532,99.71,1476,0
M150,72,67.87,2.876,99.65,1497,0
M150,73,65.33,2.275,96.82,1496,0
M150,74,62.58,3.042,100.19,1508,0
M150,75,75.9,2.671,100.79,1510,0
M150,76,64.51,2.681,101.05,1469,0
M150,77,63.04,3.337,100.12,1461,0
M150,78,60.35,3.671,96.56,1498,0
M150,79,69.09,3.033,98.34,1481,0
M150,80,73.49,2.348,98.55,1479,0
M150,81,71.62,3.046,96.97,1443,0
M150,82,68.84,3.12,100.22,1485,0
M150,83,69.78,2.899,95.58,1487,0
M150,84,64.42,3.102,101.23,1493,0
M150,85,70.5,3.55,98.17,1505,0
M150,86,65.96,3.083,99.59,1469,0
M150,87,66.82,2.952,98.81,1471,0
M150,88,70.24,2.687,101.92,1487,0
M150,89,66.21,3.596,98.47,1492,0
M150,90,76.1,3.193,98.25,1500,0
M150,91,62.82,2.829,100.61,1505,0
M150,92,70.37,2.16,94.34,1495,0
M150,93,67.77,3.456,95.59,1473,0
M150,94,74.61,3.85,96.21,1499,0
M150,95,69.73,3.258,95.59,1479,0
M150,96,68.48,2.753,97.48,1494,0
M150,97,73.55,2.905,96.85,1514,0
M150,98,65.91,3.211,97.67,1467,0
M150,99,68.75,3.706,94.6,1502,0
M150,100,72.69,4.006,94.14,1494,0
M150,101,68.6,2.996,97.89,1466,0
M150,102,71.12,2.832,92.57,1487,0
M150,103,65.56,3.822,96.4,1455,0
M150,104,68.48,3.142,96.08,1486,0
M150,105,59.2,3.84,91.51,1486,0
M150,106,71.44,3.127,94.6,1477,0
M150,107,71.76,2.236,94.26,1499,0
M150,108,67.38,4.382,94.06,1459,0
M150,109,71.98,4.712,97.75,1489,0
M150,110,75.26,4.298,95.69,1502,0
M150,111,70.94,3.349,98.15,1461,0
M150,112,74.81,3.857,94.27,1488,0
M150,113,74.26,3.704,94.92,1481,0
M150,114,69.8,4.581,95.96,1480,1
M150,115,71.2,3.612,94.82,1474,1
M150,116,65.39,3.598,95.88,1441,1
M150,117,69.95,4.164,94.77,1479,1
M150,118,75.06,3.956,89.37,1500,1
M150,119,68.21,3.58,93.32,1504,1
M150,120,79.39,4.193,91.67,1483,1
M150,121,76.34,4.32,88.83,1469,1
M150,122,73.78,4.872,94.49,1461,1
M150,123,77.29,4.222,91.22,1456,1
M150,124,68.38,5.043,91.21,1464,1
M150,125,73.5,5.218,91.28,1485,1
M150,126,68.53,4.288,92.88,1483,1
M150,127,79.45,4.263,92.64,1475,1
M150,128,76.89,5.383,90.54,1495,1
M150,129,75.34,3.529,91.6,1495,1
M150,130,78.09,4.304,94.55,1482,1
M150,131,83.34,4.388,92.73,1515,1
M150,132,79.74,5.15,91.85,1514,1
M150,133,78.67,4.814,92.96,1492,1
M150,134,86.98,5.602,91.24,1442,1
M151,1,65.34,0.1,98.9,1526,0
M151,2,70.68,0.1,97.68,1492,0
M151,3,68.3,0.1,96.11,1511,0
M151,4,70.74,0.241,100.49,1495,0
M151,5,73.79,0.1,98.75,1546,0
M151,6,63.18,0.1,99.91,1519,0
M151,7,70.3,0.1,101.04,1484,0
M151,8,69.3,0.1,101.27,1514,0
M151,9,65.11,0.224,100.55,1487,0
M151,10,72.04,0.1,101.61,1468,0
M151,11,69.61,0.463,103.47,1470,0
M151,12,68.59,0.1,102.34,1492,0
M151,13,65.92,0.1,98.62,1484,0
M151,14,70.69,0.481,102.96,1518,0
M151,15,67.08,0.1,96.85,1508,0
M151,16,62.78,0.349,100.31,1488,0
M151,17,62.53,0.447,95.4,1503,0
M151,18,73.87,0.1,98.61,1454,0
M151,19,74.7,0.1,99.62,1489,0
M151,20,65.98,0.267,96.47,1499,0
M151,21,68.89,0.1,101.31,1513,0
M151,22,71.06,0.1,98.19,1492,0
M151,23,66.74,0.371,99.47,1502,0
M151,24,64.87,0.1,102.42,1520,0
M151,25,66.68,0.1,96.93,1474,0
M151,26,70.12,0.1,98.2,1514,0
M151,27,72.29,0.1,101.79,1489,0
M151,28,66.69,0.1,96.19,1478,0
M151,29,68.56,0.1,102.86,1528,0
M151,30,64.47,0.1,99.81,1501,0
M151,31,71.08,0.1,98.42,1504,0
M151,32,,0.1,96.46,1474,0
M151,33,72.98,0.1,101.01,1502,0
M151,34,72.11,1.2,97.34,1507,0
M151,35,73.25,0.1,96.58,1479,0
M151,36,70.68,0.258,99.56,1482,0
M151,37,68.7,0.1,95.49,1480,0
M151,38,65.01,0.1,98.86,1483,0
M151,39,61.98,0.1,101.0,1511,0
M151,40,64.8,0.383,99.53,1463,0
M151,41,74.46,0.1,97.84,1491,0
M151,42,66.78,0.1,98.17,1458,0
M151,43,70.1,0.1,100.06,1489,0
M151,44,67.67,0.1,99.54,1464,0
M151,45,70.2,0.1,98.08,1473,0
M151,46,74.31,0.1,101.64,1482,0
M151,47,63.33,0.1,97.84,1492,0
M151,48,72.29,0.212,98.04,0,0
M151,49,70.74,0.1,94.81,1478,0
M151,50,62.31,0.462,96.86,1510,0
M151,51,71.03,0.1,96.9,1498,0
M151,52,71.88,0.1,96.52,1508,0
M151,53,74.25,0.131,101.36,1460,0
M151,54,70.67,0.219,98.27,1447,0
M151,55,72.79,0.1,97.14,1536,0
M151,56,75.74,0.425,96.13,1489,0
M151,57,69.87,0.1,96.4,1512,0
M151,58,64.27,0.1,96.4,1493,0
M151,59,78.02,0.1,99.39,1509,0
M151,60,75.87,0.298,95.65,1477,0
M151,61,69.0,0.1,99.01,1471,0
M151,62,71.11,0.1,97.94,1496,0
M151,63,76.09,0.1,98.21,1475,0
M151,64,78.91,0.1,97.32,1505,0
M151,65,71.49,0.1,94.71,1506,0
M151,66,64.13,0.1,92.79,1514,0
M151,67,69.58,0.1,96.92,1553,0
M151,68,65.47,0.1,98.31,1490,0
M151,69,64.98,0.1,98.64,1479,0
M151,70,71.89,0.753,97.02,1505,0
M151,71,73.01,0.1,96.39,1486,0
M151,72,67.31,0.1,96.25,1462,0
M151,73,68.0,0.1,93.87,1517,0
M151,74,72.04,0.1,95.22,1502,0
M151,75,74.69,0.1,100.07,1491,0
M151,76,73.22,0.1,96.77,1502,0
M151,77,69.44,0.436,96.99,1479,0
M151,78,67.13,0.1,97.89,1476,0
M151,79,67.31,0.1,96.31,1499,0
M151,80,66.03,0.1,95.66,1473,0
M151,81,71.62,0.644,97.11,1470,0
M151,82,68.07,0.1,96.29,1490,0
M151,83,69.67,0.349,95.6,1495,0
M151,84,70.27,0.518,92.96,1534,0
M151,85,67.25,0.114,98.21,1497,0
M151,86,68.12,0.1,93.44,1482,0
M151,87,69.37,0.1,95.95,1512,0
M151,88,75.89,0.1,98.68,1505,0
M151,89,70.63,0.1,99.54,1511,0
M151,90,65.1,0.1,95.65,1487,0
M151,91,79.45,0.432,95.93,1505,0
M151,92,71.07,0.1,97.57,1451,0
M151,93,69.19,0.1,93.55,1477,0
M151,94,76.91,0.328,98.55,1444,0
M151,95,65.22,0.458,97.35,1482,0
M151,96,66.2,1.114,95.1,1492,0
M151,97,71.03,0.1,94.72,1472,0
M151,98,68.67,0.844,95.13,1500,0
M151,99,68.5,0.162,93.47,1486,0
M151,100,73.35,0.1,97.52,1483,0
M151,101,75.44,0.906,90.26,1454,0
M151,102,72.82,0.1,95.9,1490,0
M151,103,70.88,0.402,96.77,1462,0
M151,104,72.75,0.368,97.27,1475,0
M151,105,69.96,0.272,95.61,1520,0
M151,106,78.56,0.1,94.82,1513,0
M151,107,74.97,0.1,96.07,1511,0
M151,108,76.84,0.324,92.67,1494,0
M151,109,72.49,0.1,94.47,1492,0
M151,110,75.45,0.1,94.24,1470,0
M151,111,69.13,0.81,95.74,1460,0
M151,112,66.67,0.166,91.46,1455,0
M151,113,73.19,0.281,94.63,1506,0
M151,114,74.07,0.1,96.84,1487,0
M151,115,70.43,1.304,96.29,1490,0
M151,116,78.42,0.344,94.51,1508,0
M151,117,81.53,0.1,90.9,1443,0
M151,118,73.43,0.1,91.39,1506,0
M151,119,75.96,0.1,94.65,1498,0
M151,120,73.86,0.712,93.79,1479,0
M151,121,72.87,0.407,93.87,1474,0
M151,122,76.63,0.1,94.23,1445,0
M151,123,73.15,0.122,91.0,1512,0
M151,124,78.18,1.239,94.08,1480,0
M151,125,72.33,0.1,93.07,1456,0
M151,126,73.2,0.369,95.52,1507,0
M151,127,80.87,0.372,91.48,1445,0
M151,128,72.62,0.974,92.58,1481,0
M151,129,74.06,0.1,97.28,1476,0
M151,130,78.43,0.84,90.14,1507,0
M151,131,74.18,1.418,85.8,1472,0
M151,132,69.11,0.97,90.3,1493,0
M151,133,72.79,1.604,91.42,1454,0
M151,134,77.64,1.313,90.84,1515,0
M151,135,80.58,0.983,93.32,1468,0
M151,136,80.76,0.755,90.59,1487,1
M151,137,77.45,1.631,94.08,1439,1
M151,138,75.8,0.63,92.24,1520,1
M151,139,79.11,1.748,91.32,1475,1
M151,140,84.38,1.417,91.51,1454,1
M151,141,75.83,1.474,93.74,1502,1
M151,142,75.04,1.365,91.12,1485,1
M151,143,80.23,1.524,88.78,1473,1
M151,144,76.96,1.083,91.73,1442,1
M151,145,81.41,1.7,91.99,1476,1
M151,146,69.33,1.36,87.56,1470,1
M151,147,80.77,1.135,90.59,1493,1
M151,148,78.75,1.925,87.98,1497,1
M151,149,77.22,1.304,88.21,1484,1
M151,150,85.46,1.908,91.31,1456,1
M151,151,78.27,0.744,91.64,1466,1
M151,152,77.15,2.23,88.03,1439,1
M151,153,78.08,2.959,89.49,1480,1
M151,154,74.08,1.778,86.99,1500,1
M151,155,75.0,3.452,88.46,1463,1
M151,156,79.14,2.744,88.05,1473,1
M152,1,55.45,3.819,98.09,1524,0
M152,2,66.25,4.488,98.63,1496,0
M152,3,65.42,3.904,100.39,1506,0
M152,4,67.78,2.835,98.81,1468,0
M152,5,59.76,4.318,100.22,1491,0
M152,6,57.69,3.989,100.26,1500,0
M152,7,65.98,4.187,100.68,1507,0
M152,8,67.85,3.743,98.79,1496,0
M152,9,64.05,3.743,97.86,1519,0
M152,10,66.94,4.357,96.49,1490,0
M152,11,63.35,3.689,96.61,1440,0
M152,12,68.8,3.893,97.74,1505,0
M152,13,63.18,3.902,96.16,1468,0
M152,14,57.87,3.988,97.62,1468,0
M152,15,62.17,3.842,96.27,1503,0
M152,16,62.8,3.698,99.02,1488,0
M152,17,61.95,3.82,98.55,1485,0
M152,18,65.71,4.836,98.31,1524,0
M152,19,64.88,3.629,98.03,1483,0
M152,20,67.75,3.532,94.58,1471,0
M152,21,59.18,4.02,97.0,1486,0
M152,22,61.04,2.917,100.58,1497,0
M152,23,62.99,3.752,99.55,1491,0
M152,24,60.19,4.107,99.14,1525,0
M152,25,60.87,4.012,100.38,1482,0
M152,26,60.94,3.756,96.37,1502,0
M152,27,61.09,3.247,97.53,1452,0
M152,28,69.24,3.845,98.59,1501,0
M152,29,66.29,3.389,98.65,1475,0
M152,30,63.1,3.803,98.57,1516,0
M152,31,61.05,3.637,97.77,1530,0
M152,32,61.23,3.871,96.06,1506,0
M152,33,62.74,3.935,97.63,1466,0
M152,34,69.43,3.781,101.17,1519,0
M152,35,62.92,4.164,98.37,1492,0
M152,36,58.78,3.648,99.19,1498,0
M152,37,67.19,3.043,96.12,1494,0
M152,38,50.8,3.449,92.79,1533,0
M152,39,64.32,4.092,98.87,1470,0
M152,40,62.76,3.579,100.06,1489,0
M152,41,66.68,3.918,98.3,1499,0
M152,42,66.75,4.511,99.09,1486,0
M152,43,64.44,4.016,97.75,1481,0
M152,44,63.6,2.727,97.48,1479,0
M152,45,61.45,4.714,98.8,1501,0
M152,46,65.64,2.889,96.23,1501,0
M152,47,62.15,2.609,97.37,1466,0
M152,48,67.11,3.684,98.27,1485,0
M152,49,57.31,3.6,93.03,1460,0
M152,50,62.39,4.886,99.12,1540,0
M152,51,63.82,3.463,99.34,1449,0
M152,52,64.38,4.367,97.09,1500,0
M152,53,61.58,3.461,95.62,1507,0
M152,54,67.08,4.87,98.5,1470,0
M152,55,64.53,4.479,97.5,1491,0
M152,56,62.43,4.738,96.05,1477,0
M152,57,70.82,3.74,96.07,1472,0
M152,58,64.97,2.435,97.92,1442,0
M152,59,69.08,4.864,95.58,1513,0
M152,60,68.33,4.013,95.41,1498,0
M152,61,63.2,3.616,94.84,1507,0
M152,62,66.03,4.276,97.14,1511,0
M152,63,65.5,3.426,96.66,1494,0
M152,64,73.19,3.33,95.62,1497,0
M152,65,63.81,4.176,96.75,1478,0
M152,66,63.8,4.063,97.57,1532,0
M152,67,66.93,3.119,95.25,1505,0
M152,68,70.38,3.962,98.33,1472,0
M152,69,64.86,3.875,93.93,1514,0
M152,70,65.89,4.069,92.62,1493,0
M152,71,64.8,4.856,93.5,1472,0
M152,72,60.7,3.217,100.19,1510,0
M152,73,63.61,4.753,97.47,1518,0
M152,74,58.83,4.341,96.35,1493,0
M152,75,,4.216,95.32,1468,0
M152,76,66.68,3.949,98.71,1442,0
M152,77,66.75,4.315,93.07,1528,0
M152,78,59.42,3.659,95.82,1470,0
M152,79,59.58,4.864,96.26,1483,0
M152,80,67.15,3.4,96.05,1438,0
M152,81,68.98,4.378,93.73,1489,0
M152,82,64.66,3.988,97.25,1489,0
M152,83,63.29,4.612,96.8,1498,0
M152,84,70.12,4.053,98.64,1483,0
M152,85,69.01,3.143,97.51,1480,0
M152,86,61.97,3.465,93.87,1492,0
M152,87,65.69,4.374,95.9,1500,0
M152,88,70.41,3.96,94.54,1516,0
M152,89,64.95,4.253,93.66,1498,0
M152,90,71.11,3.562,92.25,1529,0
M152,91,70.19,4.058,96.53,1530,0
M152,92,65.74,3.509,95.54,1481,0
M152,93,56.48,3.507,92.94,1528,0
M152,94,65.84,3.685,95.5,1463,0
M152,95,67.14,3.555,98.78,1476,0
M152,96,67.31,3.569,93.25,1471,0
M152,97,65.88,4.645,93.64,1512,0
M152,98,69.34,4.817,96.38,1492,0
M152,99,65.19,4.183,93.5,1484,0
M152,100,70.38,4.45,92.22,1536,0
M152,101,64.84,4.52,93.34,1498,0
M152,102,66.69,3.64,92.18,1509,0
M152,103,67.11,3.652,94.79,1529,0
M152,104,63.19,4.573,94.14,1476,0
M152,105,63.38,3.675,92.89,1521,0
M152,106,60.29,4.383,95.69,1470,0
M152,107,59.59,4.09,94.53,1481,0
M152,108,72.48,4.276,94.4,1523,0
M152,109,70.03,2.765,89.66,1515,0
M152,110,65.19,4.348,94.46,1492,0
M152,111,67.4,2.878,90.92,1492,0
M152,112,63.4,4.247,91.78,1422,0
M152,113,63.85,4.032,91.3,1473,0
M152,114,63.18,4.823,95.04,1475,0
M152,115,68.86,3.302,95.22,1513,0
M152,116,,3.97,94.19,1514,0
M152,117,71.66,3.896,95.55,1529,0
M152,118,67.29,4.512,94.2,1458,0
M152,119,63.27,3.875,95.48,1461,0
M152,120,66.47,3.31,96.41,1476,0
M152,121,69.49,4.201,93.3,1478,0
M152,122,68.53,3.19,95.62,1510,0
M152,123,64.26,4.004,91.6,1482,0
M152,124,71.38,3.97,97.96,1483,0
M152,125,70.44,4.374,92.04,1464,0
M152,126,67.57,4.401,92.53,1456,0
M152,127,67.01,3.569,94.36,1519,0
M152,128,67.48,4.69,88.71,1500,0
M152,129,68.56,3.947,94.68,1510,0
M152,130,67.22,3.411,93.82,1481,0
M152,131,65.72,3.775,92.45,1505,0
M152,132,79.04,5.38,93.76,1495,0
M152,133,67.23,4.455,91.95,1470,0
M152,134,68.46,3.632,89.72,1501,0
M152,135,70.96,4.729,92.75,1467,0
M152,136,65.32,4.937,97.86,1452,0
M152,137,71.39,4.341,92.19,1494,0
M152,138,65.5,4.179,95.28,1482,0
M152,139,70.42,4.382,89.62,1472,0
M152,140,70.66,4.607,93.85,1485,0
M152,141,67.67,4.539,91.52,1481,0
M152,142,69.31,3.945,92.11,1534,0
M152,143,70.12,3.859,92.47,1481,0
M152,144,67.43,4.464,91.82,1495,0
M152,145,69.75,4.329,93.5,1479,0
M152,146,68.81,3.9,90.06,1483,0
M152,147,69.64,5.12,87.94,1486,0
M152,148,75.05,4.957,86.41,1482,0
M152,149,73.73,5.206,93.55,1484,0
M152,150,68.06,6.14,90.49,1481,0
M152,151,74.74,4.964,91.86,1467,0
M152,152,68.2,5.013,92.92,1512,0
M152,153,74.52,5.474,93.31,1453,0
M152,154,69.65,5.191,88.92,1520,0
M152,155,72.62,4.877,93.3,1478,0
M152,156,75.81,4.957,93.38,1503,0
M152,157,80.13,5.148,95.63,1469,0
M152,158,72.69,4.942,92.45,1468,1
M152,159,66.16,4.953,87.66,1468,1
M152,160,71.56,4.884,93.77,1452,1
M152,161,78.56,4.214,90.71,1491,1
M152,162,71.13,4.541,89.31,1490,1
M152,163,79.14,5.528,90.88,1473,1
M152,164,80.15,5.254,90.16,1483,1
M152,165,76.59,5.231,89.11,1482,1
M152,166,70.43,5.589,90.66,1462,1
M152,167,75.81,4.903,88.75,1480,1
M152,168,76.28,4.689,87.09,1472,1
M152,169,75.56,6.025,89.2,1450,1
M152,170,75.3,5.823,91.47,1497,1
M152,171,76.56,6.326,88.36,1480,1
M152,172,78.1,6.538,88.08,1453,1
M152,173,70.73,6.32,88.9,1483,1
M152,174,77.51,6.017,86.92,1473,1
M152,175,77.69,5.081,90.72,1477,1
M152,176,78.77,5.728,88.28,1499,1
M152,177,80.57,6.188,87.36,1460,1
M152,178,76.8,5.486,88.44,1487,1
M153,1,67.67,0.1,94.89,1501,0
M153,2,69.51,0.1,95.81,1527,0
M153,3,,0.1,99.67,1508,0
M153,4,70.79,0.1,94.73,1517,0
M153,5,73.77,0.1,100.51,1510,0
M153,6,70.34,0.1,95.8,1472,0
M153,7,75.86,0.1,96.1,1522,0
M153,8,69.01,0.1,100.87,1519,0
M153,9,73.71,0.1,97.63,1459,0
M153,10,73.42,0.379,97.03,1500,0
M153,11,73.67,0.464,100.18,1536,0
M153,12,66.59,0.152,95.68,1488,0
M153,13,71.01,0.344,96.35,1546,0
M153,14,74.71,0.225,99.79,1516,0
M153,15,69.8,1.04,97.92,1533,0
M153,16,74.29,0.1,98.48,1494,0
M153,17,73.68,0.1,99.94,1508,0
M153,18,72.22,0.1,98.16,1511,0
M153,19,72.61,0.1,96.93,1479,0
M153,20,72.3,0.317,97.09,1554,0
M153,21,78.14,0.292,98.35,1499,0
M153,22,69.57,0.1,101.12,1494,0
M153,23,74.51,0.1,94.56,1512,0
M153,24,71.82,0.445,96.29,1505,0
M153,25,77.5,0.1,102.51,1518,0
M153,26,75.02,1.226,98.65,1498,0
M153,27,73.31,0.1,93.31,1503,0
M153,28,70.3,0.382,102.67,1507,0
M153,29,74.27,0.1,96.84,1531,0
M153,30,70.49,0.463,98.52,1483,0
M153,31,75.01,0.1,98.63,1513,0
M153,32,70.65,0.1,100.01,1473,0
M153,33,74.33,0.37,97.43,1469,0
M153,34,73.86,0.1,98.08,1480,0
M153,35,73.44,0.1,95.63,1510,0
M153,36,74.24,0.1,95.36,1481,0
M153,37,76.51,0.666,99.32,1464,0
M153,38,74.85,0.927,95.69,1459,0
M153,39,67.66,0.559,95.11,1498,0
M153,40,70.27,0.212,95.53,1519,0
M153,41,69.76,0.107,100.85,1506,0
M153,42,77.23,0.1,94.8,1476,0
M153,43,72.33,0.133,96.91,1504,0
M153,44,75.43,0.377,96.04,1502,0
M153,45,67.31,0.364,95.68,1499,0
M153,46,79.67,0.1,95.61,1523,0
M153,47,80.7,0.178,98.81,1493,0
M153,48,66.43,0.1,96.21,1488,0
M153,49,73.26,0.324,96.62,1498,0
M153,50,74.76,0.374,97.08,1473,0
M153,51,71.6,0.668,92.86,1482,0
M153,52,70.94,0.859,97.6,1489,0
M153,53,80.95,0.1,97.88,1518,0
M153,54,74.89,0.65,99.2,1464,0
M153,55,74.28,0.1,94.45,1521,0
M153,56,72.57,0.1,95.75,1465,0
M153,57,78.5,0.384,96.04,1503,0
M153,58,74.7,0.1,95.59,1486,0
M153,59,75.58,0.496,98.09,1491,0
M153,60,74.2,0.395,94.76,1522,0
M153,61,70.44,0.769,94.57,1469,0
M153,62,71.5,0.483,96.12,1490,0
M153,63,73.89,0.685,96.25,1495,0
M153,64,71.59,0.408,93.88,1504,0
M153,65,73.52,0.1,98.16,1473,0
M153,66,74.48,0.602,92.75,1503,0
M153,67,72.63,0.1,94.25,1496,0
M153,68,71.6,0.124,98.47,1501,0
M153,69,73.9,0.762,97.5,1481,0
M153,70,72.19,0.1,95.1,1485,0
M153,71,75.32,0.1,91.16,1504,0
M153,72,79.16,0.158,95.41,1460,0
M153,73,70.76,0.1,93.21,1479,0
M153,74,71.65,0.191,94.35,1494,0
M153,75,72.28,0.788,94.6,1495,0
M153,76,72.29,0.834,94.68,1518,0
M153,77,69.71,0.1,95.45,1470,0
M153,78,78.6,0.626,96.51,1468,0
M153,79,72.49,0.854,94.8,1528,0
M153,80,75.22,0.65,96.28,1473,0
M153,81,76.51,0.1,95.39,1481,0
M153,82,72.02,1.261,94.32,1519,0
M153,83,72.49,0.473,97.28,1463,0
M153,84,70.8,0.1,95.92,1453,0
M153,85,77.14,0.1,97.2,1491,0
M153,86,76.41,0.586,93.91,1468,0
M153,87,74.69,0.1,96.12,1499,0
M153,88,74.05,1.037,94.15,1458,0
M153,89,67.6,0.1,96.82,1479,0
M153,90,74.11,1.158,97.22,1521,0
M153,91,77.52,0.1,94.76,1493,0
M153,92,73.88,1.065,97.37,1503,0
M153,93,80.4,0.218,97.79,1502,0
M153,94,82.52,0.1,91.01,1517,0
M153,95,79.85,0.235,93.19,1481,0
M153,96,71.73,0.1,91.91,1473,0
M153,97,85.08,0.1,97.35,1484,0
M153,98,73.23,0.247,95.54,1500,0
M153,99,75.55,0.159,92.28,1501,0
M153,100,77.81,0.1,96.23,1484,0
M153,101,78.61,0.491,98.64,1451,0
M153,102,86.55,0.1,93.24,1462,0
M153,103,77.47,0.1,90.49,1484,0
M153,104,86.35,0.494,92.28,1501,0
M153,105,78.0,0.685,96.79,1490,0
M153,106,71.64,1.024,95.63,1520,0
M153,107,73.49,1.673,92.66,1472,0
M153,108,77.6,0.1,97.03,1469,0
M153,109,76.09,0.432,94.64,1504,0
M153,110,80.23,0.916,89.13,1482,0
M153,111,79.16,1.269,95.5,1482,0
M153,112,75.56,0.244,94.33,1494,0
M153,113,76.34,1.081,92.17,1478,0
M153,114,74.13,0.788,89.73,1487,0
M153,115,75.7,0.832,90.32,1467,0
M153,116,77.49,0.199,90.17,1466,0
M153,117,73.44,0.307,90.25,1481,0
M153,118,81.31,0.453,93.2,1482,0
M153,119,77.85,0.588,91.22,1519,0
M153,120,78.34,0.778,95.12,1484,0
M153,121,79.29,0.1,94.36,1492,0
M153,122,76.96,0.483,91.43,1480,0
M153,123,70.18,0.1,92.91,1497,0
M153,124,80.39,0.1,91.06,1487,0
M153,125,79.35,0.789,90.01,1480,0
M153,126,74.15,0.751,89.17,1530,0
M153,127,81.63,0.943,92.04,1512,0
M153,128,79.56,0.862,90.9,1474,0
M153,129,75.9,1.887,92.85,1478,0
M153,130,78.99,1.508,90.35,1469,0
M153,131,81.7,0.511,90.86,1466,1
M153,132,77.45,0.618,91.03,1481,1
M153,133,78.38,0.754,92.01,1491,1
M153,134,79.16,0.82,86.8,1504,1
M153,135,78.27,1.166,87.65,1464,1
M153,136,84.57,0.463,89.84,1500,1
M153,137,79.43,1.347,89.25,1485,1
M153,138,72.15,1.712,84.36,1463,1
M153,139,85.35,2.154,90.79,1458,1
M153,140,86.85,2.394,87.72,1464,1
M153,141,77.51,1.46,87.64,1469,1
M153,142,77.36,2.034,89.11,1533,1
M153,143,85.53,1.136,88.5,1470,1
M153,144,78.66,1.604,85.36,1475,1
M153,145,79.88,2.137,88.0,1469,1
M153,146,82.95,2.281,87.91,1454,1
M153,147,81.04,2.28,86.73,1490,1
M153,148,83.72,2.369,87.63,1485,1
M153,149,79.21,1.963,87.8,1492,1
M153,150,83.87,2.06,84.35,1484,1
M153,151,91.63,2.771,85.28,1502,1
M154,1,78.62,0.1,94.85,1533,0
M154,2,75.37,0.788,96.35,1484,0
M154,3,68.79,0.91,100.97,1509,0
M154,4,73.92,0.79,98.83,1561,0
M154,5,76.47,0.607,97.68,1510,0
M154,6,70.44,0.64,97.98,1472,0
M154,7,72.02,0.1,97.51,1511,0
M154,8,,0.187,101.29,1504,0
M154,9,76.03,0.1,96.35,1475,0
M154,10,70.13,0.299,98.11,1496,0
M154,11,67.66,0.465,98.1,1488,0
M154,12,72.88,0.597,99.08,1529,0
M154,13,76.07,0.301,97.75,1505,0
M154,14,75.92,0.66,97.07,1510,0
M154,15,75.2,0.126,97.74,1494,0
M154,16,80.99,0.967,96.45,1516,0
M154,17,80.98,0.538,95.05,1540,0
M154,18,75.05,0.102,97.28,1479,0
M154,19,75.47,0.656,99.78,1497,0
M154,20,77.4,0.335,98.41,1472,0
M154,21,83.86,0.16,100.35,1505,0
M154,22,73.48,0.803,97.12,1501,0
M154,23,75.21,0.809,95.33,0,0
M154,24,75.74,0.265,99.31,1507,0
M154,25,83.45,0.728,94.97,1488,0
M154,26,76.22,0.146,99.03,1494,0
M154,27,74.58,0.1,94.06,1519,0
M154,28,73.33,0.729,98.55,1463,0
M154,29,72.46,0.1,94.93,1482,0
M154,30,73.75,1.39,96.43,1540,0
