employee_id,age,tenure_years,monthly_salary,satisfaction,work_life_balance,overtime,num_promotions,years_since_promotion,commute_km,job_role,exit_process_started,attrition
E70160,46,2.2,8624,3.0,4,No,0,3.7,15,Sales,0,0
E72977,45,2.6,6996,3.0,3,No,2,4.3,1,Engineering,0,0
E73530,36,4.3,8102,2.0,2,No,0,1.4,22,Sales,0,0
E71455,39,5.0,2978,5.0,1,No,0,4.3,1,Sales,0,0
E70079,35,3.1,8792,1.0,4,Yes,0,5.2,9,Sales,0,0
E72947,33,7.0,9776,5.0,2,No,0,2.8,9,Operations,0,0
E70914,31,11.6,7440,4.0,2,No,0,2.7,29,Sales,1,1
E72016,29,2.9,6550,5.0,1,No,0,13.2,25,Sales,1,1
E71142,44,7.9,4949,5.0,3,No,3,6.2,4,Operations,0,0
E71754,46,5.7,5162,5.0,2,No,2,1.2,41,Sales,0,0
E72516,34,4.4,4246,3.0,4,Yes,1,2.6,10,Operations,1,1
E70882,43,12.4,2699,2.0,4,Yes,0,7.6,15,Support,0,0
E70874,33,5.1,9974,4.0,1,No,3,4.4,5,Sales,0,0
E71389,38,1.5,9181,2.0,2,No,2,0.5,8,Sales,0,0
E72924,31,2.3,11303,4.0,4,No,1,3.0,27,Operations,0,0
E71592,22,6.1,5491,2.0,1,No,1,1.9,3,Support,0,0
E73295,30,4.9,7876,2.0,1,No,2,0.8,20,Sales,1,1
E73511,48,6.4,4864,1.0,3,No,0,1.9,23,Engineering,1,1
E73683,25,3.2,8434,4.0,3,No,0,5.1,27,Support,0,0
E71321,38,1.1,6750,3.0,4,No,2,2.6,16,Engineering,0,0
E71834,50,1.7,5350,1.0,4,Yes,0,9.2,23,Operations,1,0
E72911,40,5.9,2500,1.0,4,No,2,2.3,13,Management,0,0
E71440,47,2.4,5454,4.0,2,No,0,1.0,21,Operations,0,0
E70384,45,5.6,5334,2.0,3,No,2,2.7,6,Management,0,0
E71606,28,2.9,5766,3.0,3,No,1,1.1,7,Sales,0,0
E72477,26,4.7,4899,1.0,4,Yes,3,0.1,11,Support,0,0
E72124,49,13.9,5095,2.0,1,Yes,1,6.4,6,Engineering,1,1
E73737,42,8.2,7364,4.0,2,No,0,6.2,3,Engineering,0,0
E72771,47,8.4,5848,4.0,2,No,1,0.7,13,Sales,0,0
E70488,35,11.8,4508,3.0,4,Yes,1,4.0,9,Support,0,0
E73194,39,4.2,5664,2.0,1,No,0,8.4,7,Sales,0,0
E73638,21,0.4,4204,2.0,1,Yes,1,5.5,11,Engineering,1,1
E70011,24,1.5,2931,3.0,2,Yes,1,1.3,32,Sales,0,0
E71857,49,5.8,8416,1.0,2,No,3,1.6,13,Operations,0,0
E70786,34,12.8,6168,4.0,1,No,3,1.4,13,Engineering,0,0
E73204,46,6.0,6582,,4,Yes,2,10.1,7,Management,0,0
E73604,21,4.2,5030,4.0,2,No,2,4.0,7,Engineering,0,0
E72094,49,1.9,3783,5.0,3,No,2,2.1,11,Engineering,0,0
E70290,35,6.9,5806,4.0,3,Yes,1,8.8,12,Sales,0,0
E73112,59,2.9,9172,5.0,1,No,2,0.5,6,Sales,1,1
E70054,43,9.2,2500,1.0,4,No,0,1.2,16,Engineering,0,0
E71211,41,3.8,6591,2.0,2,No,1,2.7,13,Engineering,0,0
E73776,37,6.8,5754,5.0,1,No,1,3.4,16,Operations,0,0
E70839,35,2.0,3013,5.0,1,Yes,0,5.4,16,Management,0,0
E72224,43,1.2,5579,3.0,2,No,1,1.7,6,Sales,0,0
E71617,32,4.6,7476,5.0,4,No,1,0.9,13,Support,0,0
E70952,25,3.8,9661,3.0,1,Yes,2,1.0,25,Engineering,1,1
E72039,39,3.6,5706,1.0,2,No,0,2.5,10,Sales,0,0
E73831,29,1.5,6535,5.0,1,Yes,2,2.5,10,Support,0,0
E72927,58,3.9,2789,1.0,3,Yes,1,4.8,10,Operations,1,1
E70733,35,5.5,7363,1.0,2,No,1,1.6,6,Management,0,0
E70472,33,8.7,8556,2.0,1,No,2,1.5,12,Engineering,0,0
E71256,36,6.4,8267,3.0,3,No,3,2.0,5,Engineering,0,0
E70318,36,4.2,7550,3.0,4,Yes,2,0.2,12,Engineering,0,0
E70364,46,3.8,3424,1.0,3,No,1,1.7,14,Support,0,0
E73666,39,2.4,2500,4.0,1,No,1,4.6,20,Engineering,1,1
E70880,34,7.7,7174,3.0,1,No,0,1.9,20,Engineering,0,0
E72274,39,3.3,6659,3.0,4,Yes,1,2.8,6,Engineering,0,0
E72724,41,2.3,5745,2.0,3,No,0,6.9,18,Engineering,0,0
E70532,27,2.0,3993,5.0,3,No,0,4.9,42,Sales,0,0
E70063,43,1.5,7900,2.0,4,No,1,1.5,10,Support,0,0
E73189,26,7.7,8603,2.0,4,Yes,2,2.6,2,Sales,0,0
E70003,34,8.5,7077,5.0,4,Yes,0,6.3,15,Operations,0,0
E73924,42,0.7,6900,4.0,1,Yes,0,3.9,14,Sales,0,0
E71641,40,4.3,5658,4.0,4,No,1,3.4,5,Engineering,0,0
E70043,36,3.0,6585,1.0,1,No,0,3.6,1,Operations,0,0
E70621,34,7.6,2994,5.0,2,No,2,2.9,38,Operations,0,0
E72872,32,2.1,3645,4.0,1,No,1,13.7,58,Operations,1,1
E73686,45,9.3,10262,3.0,3,No,1,2.7,4,Engineering,0,0
E72974,42,0.1,6836,2.0,3,No,1,1.1,16,Engineering,0,0
E72030,35,4.1,4812,2.0,1,No,3,7.3,24,Sales,1,1
E73045,40,5.5,7088,1.0,1,No,1,4.6,16,Engineering,1,1
E70504,27,3.3,7597,1.0,1,No,3,4.0,8,Operations,1,1
E71413,48,6.1,2500,5.0,1,No,1,4.7,24,Support,0,0
E71263,25,7.5,4670,5.0,4,No,1,2.1,16,Operations,0,0
E70258,21,6.0,7590,4.0,4,No,1,1.4,7,Support,0,0
E71543,39,1.9,2500,5.0,2,Yes,0,10.3,6,Operations,0,0
E70332,35,21.3,2565,5.0,4,No,2,5.0,4,Operations,0,0
E71123,45,4.8,2500,4.0,4,No,3,6.7,18,Engineering,0,0
E72327,48,3.0,6220,3.0,4,No,0,5.7,42,Operations,0,0
E73566,42,4.6,11264,5.0,2,Yes,2,3.6,23,Sales,0,0
E70098,54,7.6,4997,1.0,2,No,4,4.1,3,Support,0,0
E71404,37,9.4,4400,,1,No,1,9.4,7,Management,0,0
E73443,34,9.2,3149,5.0,1,Yes,1,2.5,2,Engineering,1,1
E72786,29,6.6,8005,5.0,1,Yes,1,3.2,39,Support,0,0
E73495,38,2.9,8995,3.0,3,No,1,2.0,10,Support,0,0
E70631,53,5.4,7238,1.0,4,No,0,3.5,8,Engineering,0,0
E72921,43,3.5,10340,,3,No,0,3.0,25,Operations,0,0
E70929,47,1.1,7310,2.0,1,No,0,1.2,13,Support,1,1
E72081,34,2.3,8749,2.0,4,No,0,7.3,9,Management,0,0
E72552,38,2.8,8117,3.0,4,No,2,4.5,19,Engineering,0,0
E70119,43,2.6,7734,2.0,2,No,1,2.3,7,Operations,0,0
E71268,34,3.4,7529,2.0,4,No,2,4.8,20,Support,1,1
E71752,32,5.4,8110,5.0,3,Yes,0,5.5,6,Management,0,0
E73894,46,6.1,5461,1.0,3,No,0,10.0,21,Engineering,0,0
E71728,28,2.6,9461,4.0,1,Yes,1,1.2,15,Support,1,1
E73515,36,4.5,6565,1.0,1,Yes,0,3.1,47,Sales,1,1
E73544,27,0.9,3371,1.0,3,Yes,0,1.5,10,Engineering,0,0
E72176,38,4.5,4956,5.0,4,Yes,1,3.3,10,Engineering,0,0
E71447,27,5.0,6648,4.0,1,No,2,1.0,9,Sales,0,0
E73418,44,5.6,7023,2.0,1,No,4,2.7,30,Management,1,1
E71022,30,10.5,10966,2.0,2,Yes,0,2.9,18,Management,0,0
E71507,48,5.9,4031,3.0,3,Yes,1,3.2,10,Sales,1,1
E70157,29,8.6,6795,2.0,4,Yes,1,4.0,31,Support,0,0
E73428,46,5.8,6207,3.0,1,No,0,3.6,16,Management,0,0
E73274,39,17.3,4736,3.0,1,No,0,1.5,9,Support,0,0
E73920,43,3.8,9975,3.0,2,No,3,6.7,20,Sales,0,0
E72164,48,1.3,2500,4.0,2,Yes,1,2.8,7,Sales,0,0
E71459,44,4.5,4783,2.0,4,Yes,0,4.2,1,Support,0,1
E70405,21,2.0,2500,3.0,2,No,2,1.1,16,Engineering,0,0
E73594,33,13.4,5199,2.0,2,No,2,5.1,12,Support,1,1
E71799,37,0.8,3610,1.0,2,No,1,1.9,5,Management,0,0
E73691,50,3.6,6018,4.0,1,Yes,1,0.6,16,Engineering,1,1
E70762,31,3.9,4675,5.0,4,No,2,3.2,22,Operations,0,0
E72108,30,6.5,6352,1.0,2,No,4,7.9,22,Sales,0,0
E73320,30,3.3,7487,3.0,3,No,2,1.8,18,Sales,0,0
E72361,37,1.7,5465,3.0,3,No,1,3.8,18,Sales,1,1
E71134,39,3.6,5418,2.0,2,No,0,1.4,19,Operations,0,0
E71610,21,1.8,6712,1.0,1,Yes,1,4.0,17,Sales,1,1
E73130,41,6.3,4048,2.0,1,No,0,5.7,5,Support,0,0
E70526,36,5.1,8555,4.0,1,No,0,1.7,22,Sales,0,0
E70468,33,9.4,7174,,2,No,0,4.5,3,Engineering,0,0
E73603,52,4.8,7960,5.0,2,No,1,4.3,30,Engineering,0,0
E73015,40,1.0,5998,5.0,4,No,1,3.7,41,Sales,0,0
E73444,38,0.7,5934,1.0,3,Yes,3,0.6,46,Operations,0,0
E72480,25,4.5,3142,5.0,4,No,1,3.9,15,Sales,0,0
E72550,42,2.5,6230,3.0,2,Yes,2,5.9,12,Engineering,1,1
E70856,34,3.4,4381,2.0,3,Yes,0,1.1,11,Sales,0,0
E70557,40,13.3,9778,4.0,2,Yes,2,7.2,8,Support,0,0
E72346,39,5.5,2754,1.0,4,No,1,3.8,7,Support,0,0
E72205,27,3.5,2500,4.0,2,No,2,4.7,11,Support,1,1
E71176,40,15.4,7721,1.0,3,No,2,0.7,4,Support,1,1
E72261,22,1.9,7425,5.0,4,No,2,1.7,15,Engineering,0,0
E71253,53,7.5,7744,1.0,1,Yes,1,9.0,7,Sales,0,0
E71887,38,9.8,2564,2.0,4,Yes,1,6.9,14,Engineering,0,0
E73040,42,4.8,3735,1.0,3,No,0,1.6,25,Sales,1,1
E70803,36,6.8,5263,3.0,3,Yes,1,2.6,47,Management,1,1
E71634,49,5.9,9563,5.0,3,Yes,1,0.8,31,Operations,0,0
E71995,46,4.1,7670,5.0,3,No,1,2.6,1,Engineering,0,0
E71148,38,0.9,9274,2.0,1,No,1,1.5,13,Support,1,1
E72997,35,2.9,5219,2.0,3,No,0,1.5,13,Engineering,1,1
E73914,58,1.1,5084,5.0,4,No,0,3.7,10,Support,0,0
E72065,27,9.6,5476,1.0,3,Yes,1,0.6,9,Sales,0,0
E71884,45,1.0,6140,3.0,2,Yes,1,2.1,21,Operations,0,0
E72512,27,3.9,7092,2.0,2,No,1,2.0,16,Engineering,1,1
E73878,28,0.7,7854,2.0,4,No,0,3.6,41,Engineering,0,0
E73170,30,7.7,7139,4.0,4,No,3,6.3,2,Sales,0,0
E72341,28,3.3,10422,3.0,4,No,2,2.5,46,Sales,0,0
E70161,49,3.5,7942,4.0,3,Yes,1,6.0,21,Management,0,0
E71916,32,9.5,5916,3.0,1,No,1,1.0,10,Engineering,0,0
E70510,58,4.2,6135,1.0,4,Yes,1,2.7,6,Engineering,0,0
E73818,38,2.9,4432,3.0,2,No,2,4.3,7,Sales,0,0
E70456,24,2.1,4351,5.0,2,No,0,5.9,14,Support,0,0
E71314,49,14.0,6660,2.0,4,No,2,1.7,26,Support,0,0
E71087,46,1.7,8453,1.0,3,No,1,5.1,17,Operations,1,1
E73104,37,7.5,6041,5.0,2,Yes,1,6.3,41,Sales,0,0
E73208,45,4.0,8120,5.0,1,Yes,1,1.5,13,Operations,0,0
E70691,45,3.0,8720,5.0,4,Yes,0,6.3,6,Support,0,0
E72161,57,5.5,8891,4.0,2,No,1,5.3,39,Management,1,1
E71974,38,3.8,8639,2.0,1,Yes,3,4.2,1,Support,1,1
E72822,31,7.0,5497,4.0,3,No,0,4.7,7,Operations,0,0
E71462,43,6.6,7537,2.0,3,No,4,7.0,16,Sales,0,0
E72938,23,3.1,8467,1.0,1,Yes,2,4.6,29,Operations,0,0
E71303,34,1.5,6574,3.0,2,No,1,4.1,11,Engineering,0,0
E72228,44,0.3,9460,1.0,1,No,2,1.5,27,Operations,0,0
E71038,26,0.5,4232,2.0,1,No,2,0.3,8,Support,0,0
E71859,39,8.1,8736,2.0,2,No,3,4.2,12,Engineering,0,0
E73884,40,1.4,9705,5.0,1,No,4,0.5,6,Sales,0,0
E72743,40,1.8,7881,5.0,4,No,2,10.2,7,Management,0,0
E73863,36,4.9,3746,1.0,4,No,1,5.5,5,Sales,0,0
E72510,30,3.2,5824,1.0,2,No,1,4.2,19,Support,1,1
E73271,34,2.5,5921,5.0,4,No,0,2.1,28,Operations,0,0
E72461,23,5.2,5833,3.0,1,No,3,3.2,15,Engineering,0,0
E72529,24,4.6,3685,3.0,1,No,0,3.1,3,Support,0,0
E70736,35,2.3,10479,1.0,1,No,2,0.6,12,Support,0,0
E72506,41,2.6,6396,1.0,2,Yes,2,1.6,12,Engineering,0,0
E73270,31,3.7,6997,5.0,4,No,1,11.9,9,Engineering,0,0
E72966,22,3.8,6064,4.0,2,No,2,2.4,5,Sales,0,0
E71892,42,1.1,4501,5.0,2,No,1,7.3,32,Support,0,0
E72711,28,7.6,5172,4.0,2,No,0,2.2,15,Support,0,0
E70716,36,7.4,4464,1.0,4,No,1,5.1,18,Sales,0,0
E71254,34,5.9,5496,3.0,2,Yes,2,1.2,5,Sales,0,0
E70903,44,1.4,7876,1.0,3,No,0,3.9,13,Engineering,0,0
E72776,46,8.1,4310,5.0,4,No,1,5.6,6,Support,0,0
E72832,28,3.9,8127,4.0,1,No,1,4.6,8,Sales,0,0
E72397,55,3.9,7372,2.0,2,No,1,6.2,32,Sales,0,0
E70643,21,0.6,3477,2.0,4,Yes,1,1.4,11,Operations,0,0
E73703,37,12.7,5175,2.0,2,No,1,2.7,7,Sales,0,0
E71069,27,2.3,8300,1.0,2,No,0,1.7,17,Engineering,0,0
E72630,34,4.7,3329,3.0,2,No,1,2.1,10,Engineering,1,1
E72603,51,12.2,9512,4.0,3,No,2,1.4,18,Operations,0,0
E70611,38,3.8,6725,1.0,4,No,1,7.1,2,Support,1,1
E71442,41,9.2,5579,3.0,1,No,1,6.2,15,Operations,0,0
E70494,53,5.3,3455,5.0,3,No,2,2.9,23,Operations,0,0
E71624,42,2.6,10144,2.0,3,No,1,7.5,35,Operations,1,1
E71420,45,7.0,2500,4.0,4,No,2,8.4,1,Operations,0,0
E72533,38,6.0,8694,3.0,2,No,2,2.1,14,Engineering,0,0
E70944,28,10.4,3922,2.0,4,No,3,0.5,18,Support,0,0
E72897,37,6.2,9600,3.0,3,Yes,1,1.2,5,Sales,0,0
E71298,37,2.8,6991,3.0,1,Yes,3,5.7,23,Operations,1,1
E73257,36,7.2,2500,1.0,3,Yes,0,3.1,4,Support,0,0
E70649,22,4.4,4542,3.0,2,No,0,4.6,16,Support,0,0
E73093,43,2.7,7314,2.0,1,Yes,0,1.1,16,Management,0,0
E73178,33,2.0,7265,4.0,1,No,3,2.3,4,Sales,0,0
E71978,29,10.7,2500,4.0,3,No,0,3.6,8,Sales,0,0
E73708,32,7.1,6895,3.0,2,No,3,7.8,4,Support,0,0
E72994,24,3.6,8294,1.0,2,Yes,3,1.6,21,Operations,0,0
E72667,34,3.4,7104,5.0,2,No,1,1.9,25,Sales,0,0
E71763,36,4.0,6092,5.0,4,No,3,5.6,14,Sales,0,0
E71872,32,0.8,5798,2.0,3,No,3,4.6,3,Support,0,0
E73665,44,12.9,4081,5.0,2,No,3,8.9,15,Management,0,0
E73616,32,7.1,8975,3.0,2,No,1,1.8,29,Management,0,0
E72318,35,4.0,2517,1.0,1,No,2,3.8,8,Operations,1,1
E70584,34,1.2,5119,1.0,4,No,1,2.3,39,Engineering,0,0
E70227,40,10.1,6962,2.0,1,No,2,4.2,59,Engineering,0,0
E71716,29,10.3,2500,2.0,3,No,2,1.8,25,Operations,0,0
E72837,27,1.5,7059,1.0,3,No,1,1.7,11,Management,0,0
E71614,23,5.6,6669,3.0,2,Yes,1,4.8,18,Engineering,0,0
E72109,33,2.9,7244,2.0,2,Yes,0,3.1,33,Support,0,0
E71155,41,0.9,6388,2.0,1,No,3,0.8,31,Engineering,0,0
E72001,38,4.4,5049,3.0,4,No,0,0.7,6,Engineering,0,0
E73092,35,0.6,7434,2.0,2,No,1,1.2,19,Management,0,0
E73690,24,4.1,9315,1.0,2,Yes,1,1.3,27,Support,0,0
E73488,41,3.8,6526,2.0,4,No,0,1.8,28,Support,0,0
E71161,44,2.5,2500,4.0,3,No,0,2.3,1,Support,0,0
E73149,30,13.0,7305,5.0,1,Yes,0,1.5,13,Engineering,0,0
E73539,38,1.9,2500,5.0,2,No,1,1.4,12,Operations,0,0
E73353,42,5.4,4991,1.0,1,No,1,2.9,11,Engineering,0,0
E72331,21,6.1,6479,2.0,4,No,0,7.1,9,Management,0,0
E72719,38,1.9,8117,3.0,2,No,1,4.6,22,Engineering,0,0
E73103,50,2.2,5234,1.0,1,No,2,1.9,16,Sales,0,0
E72382,33,5.6,6210,4.0,1,No,1,2.0,12,Management,1,1
E73101,34,4.5,8091,5.0,2,No,4,1.0,8,Sales,0,0
E72392,36,8.1,6378,4.0,2,No,1,0.9,25,Sales,0,0
E71853,31,7.9,5172,4.0,3,No,2,1.6,24,Engineering,0,0
E71242,34,1.9,2500,3.0,1,No,2,1.5,39,Support,1,1
E73977,37,2.8,9715,1.0,3,No,1,2.5,16,Support,0,0
E71083,36,3.3,7288,3.0,1,No,1,1.0,5,Engineering,0,0
E71686,50,5.2,7595,4.0,4,No,2,6.9,28,Engineering,0,0
E70060,51,8.5,8143,3.0,2,No,1,2.1,23,Engineering,0,0
E73195,46,3.1,4145,1.0,1,No,2,2.4,17,Engineering,0,0
E73506,35,2.1,4512,3.0,1,Yes,2,9.0,11,Management,1,1
E72080,36,4.6,6597,3.0,3,No,1,11.0,37,Sales,0,0
E70069,31,0.3,2500,5.0,3,Yes,1,4.6,7,Support,0,0
E73372,36,2.0,5878,1.0,2,No,2,4.4,3,Support,0,0
E70511,40,12.9,7862,3.0,2,No,1,1.7,13,Sales,0,0
E70923,35,0.7,7935,4.0,4,No,1,0.7,10,Engineering,0,0
E72518,41,6.1,9808,3.0,4,No,0,8.0,10,Sales,0,0
E73623,35,5.2,5300,2.0,2,Yes,1,4.4,27,Support,1,1
E71290,43,2.2,6670,4.0,2,No,1,1.5,43,Engineering,0,0
E72479,21,0.9,5180,2.0,4,No,2,4.3,6,Sales,0,0
E70219,42,2.8,7221,1.0,3,No,3,15.0,11,Support,1,1
E72398,30,6.3,4767,3.0,1,Yes,1,7.5,7,Operations,0,0
E70156,23,4.3,4171,4.0,3,Yes,1,0.5,17,Sales,0,0
E70457,49,3.4,8460,1.0,3,Yes,3,4.2,38,Sales,1,1
E72363,48,6.5,2500,1.0,4,No,0,4.4,15,Engineering,0,0
E73880,41,4.1,9532,3.0,2,Yes,0,5.1,4,Sales,0,0
E70253,30,4.1,7644,5.0,4,No,6,6.0,5,Sales,0,0
E73710,38,0.9,8973,2.0,4,No,0,10.1,20,Sales,0,0
E73470,44,0.8,3972,5.0,1,No,3,2.4,7,Engineering,0,0
E73875,29,2.1,6051,1.0,4,Yes,2,3.7,4,Support,0,0
E72251,44,6.3,9826,3.0,3,Yes,0,7.4,86,Operations,0,0
E71638,32,3.2,2500,5.0,4,No,1,2.3,22,Operations,0,0
E70707,40,3.1,4559,2.0,2,Yes,2,2.0,14,Operations,0,0
E73629,45,1.1,3498,1.0,1,No,0,1.7,46,Operations,1,1
E71296,42,7.7,4281,1.0,4,Yes,0,4.0,9,Operations,1,1
E70904,54,7.8,7635,5.0,3,No,0,1.2,3,Sales,0,0
E70629,42,0.7,3399,3.0,1,No,1,2.2,4,Engineering,0,0
E71568,36,3.5,10020,4.0,4,No,3,5.5,25,Engineering,0,0
E70327,23,1.6,5360,4.0,4,No,0,2.5,8,Sales,0,0
E71945,33,2.6,5271,4.0,3,No,2,7.1,16,Operations,0,0
E70109,32,1.4,2500,2.0,2,Yes,0,1.1,21,Sales,0,0
E70184,63,3.0,8820,3.0,3,No,1,2.1,21,Support,0,0
E71387,44,1.1,6444,,1,No,0,2.1,27,Support,0,0
E71830,47,6.3,5824,4.0,2,Yes,1,3.3,15,Management,0,0
E70868,37,2.0,9122,2.0,3,No,1,0.7,11,Management,0,0
E71992,50,7.6,7469,1.0,4,No,2,2.6,19,Management,0,0
E72027,42,3.5,7961,2.0,1,No,2,1.5,14,Engineering,0,0
E70768,41,10.3,3470,3.0,1,No,0,3.2,6,Operations,0,0
E71879,39,4.2,8398,5.0,4,No,0,0.7,14,Operations,0,0
E70269,53,4.4,6074,2.0,2,Yes,2,1.0,48,Management,0,0
E70829,38,10.2,2828,1.0,4,No,2,2.4,12,Sales,0,0
E73730,39,0.9,8707,5.0,1,No,0,3.6,55,Engineering,0,0
E73132,38,8.4,9294,1.0,2,No,1,2.3,36,Engineering,1,1
E72991,57,3.5,4113,1.0,2,No,0,4.6,12,Sales,0,0
E71294,40,2.9,5419,3.0,1,No,1,5.5,21,Sales,0,0
E71719,45,10.8,5954,1.0,2,No,1,7.7,41,Support,0,0
E73784,42,3.8,5894,1.0,4,No,0,4.4,2,Sales,1,1
E70891,31,2.9,6484,4.0,1,Yes,3,3.0,14,Operations,0,0
E70361,21,6.0,6936,3.0,4,Yes,1,2.6,20,Sales,0,0
E73663,47,3.3,5262,1.0,1,Yes,1,0.7,37,Management,1,1
E72965,36,4.3,9042,1.0,2,Yes,0,3.0,25,Operations,1,1
E72245,41,2.1,6696,5.0,1,No,1,6.0,18,Support,1,1
E73842,45,7.8,5256,5.0,2,No,1,4.0,9,Sales,0,0
E71158,37,3.5,3735,3.0,3,No,1,0.4,8,Support,0,0
E70339,44,6.5,8419,4.0,1,No,1,5.8,5,Sales,0,0
E73180,22,12.1,4786,5.0,2,No,5,1.9,6,Management,0,0
E73523,36,2.5,5199,2.0,4,No,3,1.3,26,Operations,0,0
E70961,31,4.8,3558,3.0,4,Yes,0,1.2,16,Support,0,0
E72229,46,2.2,7426,2.0,1,No,4,0.7,12,Sales,1,1
E71160,44,11.1,4500,2.0,1,No,1,2.3,1,Operations,0,0
E71766,29,3.4,9725,4.0,3,Yes,1,2.1,35,Support,0,0
E72112,49,9.0,5519,2.0,3,No,2,0.4,1,Support,0,0
E73126,41,4.2,7875,2.0,1,No,1,1.5,8,Sales,1,1
E72433,43,4.8,5674,5.0,4,No,2,8.6,12,Sales,0,0
E72637,32,5.4,4315,2.0,2,No,2,4.9,8,Management,0,0
E71575,30,3.3,5031,4.0,4,Yes,2,1.2,7,Engineering,0,0
E73250,36,2.6,8953,5.0,2,No,1,1.4,9,Operations,0,0
E70886,50,1.7,2655,4.0,2,Yes,1,1.1,6,Sales,0,0
E72521,40,10.3,4017,3.0,3,No,2,1.3,15,Sales,0,0
E72090,35,5.1,7461,5.0,1,No,2,5.8,14,Management,0,0
E72976,25,2.6,6459,1.0,2,Yes,3,10.5,29,Operations,0,0
E73819,30,1.2,2500,4.0,3,No,1,2.4,8,Engineering,0,0
E70278,34,2.0,9143,1.0,2,No,0,0.8,22,Sales,0,0
E72584,45,4.9,6052,3.0,4,Yes,1,0.9,15,Sales,0,0
E72618,47,5.2,5488,5.0,3,Yes,1,2.4,1,Support,0,0
E70467,34,4.5,6472,2.0,1,No,5,1.1,27,Management,0,0
E72152,54,7.2,5344,3.0,4,Yes,3,1.8,5,Support,0,0
E70401,33,0.3,5896,5.0,2,Yes,0,2.3,28,Support,0,0
E72446,45,6.0,5877,1.0,3,Yes,0,5.5,16,Operations,0,0
E73719,39,6.1,6909,4.0,1,No,1,4.9,12,Support,0,0
E73277,35,7.7,3741,3.0,2,Yes,1,4.5,13,Operations,0,0
E71164,47,1.5,4737,3.0,2,No,2,2.9,6,Management,0,0
E71488,21,1.5,4444,2.0,2,No,1,1.2,5,Sales,0,0
E70911,48,1.5,6011,2.0,3,No,2,5.6,33,Support,0,0
E72042,52,1.9,12065,4.0,1,No,2,5.4,6,Operations,0,0
E73374,51,5.4,4476,2.0,4,No,0,1.0,9,Engineering,0,0
E70273,35,1.6,6147,1.0,4,No,3,2.5,7,Operations,0,0
E71846,48,3.1,7634,1.0,3,Yes,2,2.8,11,Management,0,0
E73215,21,4.3,8516,3.0,2,No,3,3.7,9,Support,0,0
E73012,41,13.7,3545,1.0,4,Yes,0,2.3,3,Operations,1,1
E71265,45,2.1,4561,3.0,1,Yes,1,2.7,8,Management,0,0
E73732,28,5.9,4991,3.0,3,Yes,1,3.9,22,Sales,0,0
E72983,39,5.0,9948,1.0,3,Yes,1,3.6,20,Sales,0,0
E72352,37,2.4,3643,5.0,2,No,1,3.4,22,Sales,0,0
E71174,46,2.4,5668,2.0,1,No,2,1.1,24,Sales,0,0
E73723,32,9.3,7440,2.0,3,No,0,4.3,13,Management,0,0
E72894,55,2.5,2769,4.0,2,Yes,2,5.2,25,Operations,0,0
E71915,41,3.2,6336,1.0,1,Yes,5,2.7,5,Management,1,1
E70354,37,6.6,3158,5.0,1,No,0,1.9,33,Operations,0,0
E73307,30,1.4,7018,4.0,2,No,0,6.0,6,Sales,0,0
E71500,27,10.1,6794,2.0,1,Yes,1,4.3,5,Sales,1,1
E72110,36,4.5,6218,4.0,2,Yes,2,0.1,4,Engineering,0,0
E72248,40,4.1,9633,3.0,1,No,2,5.3,22,Engineering,0,0
E70515,52,1.0,7951,5.0,3,No,0,6.0,15,Engineering,0,0
E72193,30,6.1,6477,4.0,4,No,0,0.6,23,Sales,0,0
E72718,34,6.9,6853,2.0,1,No,0,0.8,3,Operations,0,0
E72939,38,6.6,10241,2.0,2,No,0,7.6,14,Management,1,0
E73222,45,4.2,6471,4.0,4,Yes,0,1.4,39,Sales,0,0
E70699,21,8.6,5500,5.0,3,No,0,4.1,34,Management,0,0
E73648,56,5.3,4398,2.0,3,No,1,3.1,26,Engineering,1,1
E72495,25,3.6,2500,3.0,1,No,2,3.2,34,Support,0,0
E73586,42,4.5,6846,4.0,1,Yes,2,1.9,20,Support,0,0
E73241,40,4.3,8578,1.0,2,Yes,2,1.7,13,Operations,0,1
E73221,41,3.1,10673,5.0,2,Yes,1,1.6,3,Support,0,0
E72401,37,4.3,6064,4.0,3,No,1,1.5,25,Support,0,0
E71489,44,10.8,4559,5.0,1,No,1,3.3,10,Sales,0,0
E73612,35,4.8,4273,1.0,3,Yes,1,0.8,4,Engineering,0,0
E71398,51,2.4,3263,3.0,3,Yes,1,0.3,3,Operations,0,0
E70417,46,2.9,9149,4.0,1,No,0,4.6,10,Engineering,0,0
E71561,33,4.5,4850,1.0,2,Yes,2,4.2,9,Support,0,0
E70328,32,4.6,6923,2.0,3,No,3,4.5,10,Operations,1,1
E73840,34,3.8,8085,4.0,3,Yes,2,7.2,19,Engineering,0,0
E70111,33,2.4,4368,5.0,2,No,2,2.9,11,Operations,0,0
E72792,30,5.1,2500,1.0,3,Yes,2,3.6,22,Engineering,0,0
E70148,37,1.1,6180,2.0,2,No,1,1.4,8,Operations,0,0
E71726,41,8.0,6447,1.0,4,Yes,0,1.2,8,Engineering,0,0
E70772,33,4.6,5314,5.0,4,Yes,0,6.8,5,Support,1,1
E70375,36,8.7,7646,5.0,1,Yes,0,1.9,17,Engineering,0,0
E70530,36,2.8,3663,4.0,2,No,0,3.0,5,Support,0,0
E70986,56,4.0,10940,1.0,2,No,0,1.4,24,Engineering,0,0
