transaction_id,amount,hour,txns_last_hour,merchant_category,foreign_transaction,card_present,account_age_days,distance_from_home_km,is_fraud
T104239,115.4,16,0,gas,0,0,1782,4.9,0
T103133,37.7,19,0,grocery,0,1,1104,3.2,0
T101584,58.92,11,1,electronics,0,0,959,1.6,0
T100247,44.6,13,1,Grocery,0,1,1427,18.9,0
T104945,83.79,14,2,Travel,0,1,797,33.2,0
T103449,92.39,5,2,online,0,1,63,2.2,0
T105208,28.99,13,2,grocery,0,0,1186,1.8,0
T105704,50.01,10,0,travel,0,1,183,6.5,1
T104026,28.48,21,0,online,0,0,215,84.5,0
T100406,128.56,7,1,travel,0,0,836,0.7,0
T106100,117.85,22,0,gas,0,0,1871,80.3,0
T102165,119.18,21,0,grocery ,0,1,1441,49.7,0
T107876,34.0,16,1,travel,0,0,529,16.7,0
T104377,67.99,18,3,ONLINE,0,1,1743,18.6,0
T108471,1359.12,18,3,grocery,0,0,1852,21.4,0
T105978,71.09,21,0,grocery,0,0,413,39.5,0
T102150,27.2,3,2,travel,0,1,1726,16.4,0
T103262,37.74,14,0,travel,0,0,2377,2.5,0
T106712,63.48,4,0,Online,0,1,1931,22.2,0
T108222,318.5,1,1,grocery ,0,0,1841,50.9,0
T103165,130.85,16,0,gas,1,0,1907,160.9,0
T100929,43.72,9,1,Gas,0,1,479,4.1,0
T108221,206.41,6,0,Grocery,0,0,448,7.6,0
T100096,12.97,7,2,restaurant,0,1,601,25.1,0
T106456,61.5,9,1,grocery,0,1,1315,100.8,0
T100194,153.23,18,2,Travel,0,0,166,4.3,0
T107674,115.3,14,0,grocery,0,1,1163,37.6,0
T101055,17.1,18,1,gas,0,1,2115,34.0,0
T107922,41.96,22,0,Gas,0,0,1964,17.8,0
T104875,190.79,23,2,restaurant,0,1,496,3.6,0
T108665,206.13,17,0,gas,0,1,525,48.0,0
T106485,16.82,8,0,travel,0,0,1948,2.4,0
T107378,55.42,1,0,grocery,0,0,801,5.5,0
T106639,147.92,17,1,electronics,0,0,2318,3.5,0
T108029,78.56,0,0,Restaurant,1,1,2326,27.4,0
T108641,42.59,19,2,grocery ,0,0,1938,20.6,0
T100981,17.5,3,0,electronics ,0,1,266,23.5,0
T102040,11.36,22,0,Grocery,0,0,683,25.6,0
T104387,10.69,20,1,travel,0,1,1972,0.7,0
T105273,212.86,21,1,grocery,0,1,1015,9.1,0
T103200,48.36,0,2,Restaurant,1,0,1424,21.0,1
T101065,90.63,10,0,travel,0,1,288,18.0,0
T108921,31.82,10,0,restaurant,0,0,533,76.6,0
T102215,14.26,9,0,restaurant,0,0,2187,18.6,0
T103491,53.52,15,1,electronics,0,0,1888,15.1,0
T105396,53.51,9,0,online,0,1,1686,5.0,0
T104418,32.97,15,1,Online,0,1,2109,10.4,0
T104835,12.53,21,0,Gas,0,1,2043,8.2,0
T104416,97.63,1,0,travel,0,0,1845,40.8,0
T107750,58.86,14,2,grocery,0,1,486,41.8,0
T102770,74.9,21,1,electronics,0,1,1962,10.7,0
T108080,66.31,20,3,gas,0,0,978,16.5,0
T100177,76.65,7,0,gas,0,1,290,54.1,0
T108832,43.14,1,2,gas,0,1,785,0.4,0
T108323,56.73,22,3,gas,1,1,957,15.2,0
T107137,61.64,3,2,grocery,0,0,1676,56.9,0
T107652,46.68,20,1,Gas,1,0,1275,33.9,0
T101349,190.09,20,3,Travel,0,1,1841,6.5,0
T103782,197.82,19,0,travel,0,1,1691,87.9,0
T107894,29.75,14,1,travel,0,1,1519,6.0,0
T100178,52.41,6,0,online,0,1,532,10.9,0
T104829,37.36,15,1,ONLINE,0,1,2421,104.9,0
T102445,193.55,0,1,Gas,0,0,483,2.7,0
T103447,62.26,5,0,restaurant,0,0,1566,9.9,0
T106659,29.49,0,0,grocery,0,1,918,34.1,0
T100392,231.03,5,0,grocery,0,1,331,7.3,0
T106886,200.2,3,0,grocery,0,0,1079,2.6,0
T100762,55.33,16,0,electronics,0,1,1810,13.8,0
T106521,33.18,22,1,online,0,0,1910,16.9,0
T103819,94.77,21,0,travel,0,1,1111,8.5,0
T106374,21.04,15,1,restaurant,0,0,1024,19.2,0
T105016,281.45,6,0,electronics,0,1,734,24.8,0
T107696,49.29,9,1,Restaurant,0,1,310,12.4,0
T104760,54.1,2,1,online,0,1,28,4.0,0
T103233,111.11,15,1,gas,0,0,1939,147.5,0
T102612,198.17,14,2,restaurant,0,1,2388,15.5,0
T106287,93.67,5,2,travel,0,1,2293,51.7,0
T106726,102.26,22,3,Grocery,0,1,1335,8.1,0
T108152,124.86,23,0,electronics,0,0,845,7.7,0
T105145,18.26,2,0,restaurant,0,1,139,15.9,0
T106396,23.12,19,1,restaurant,0,0,1591,3.3,0
T101071,319.88,13,1,electronics,0,0,151,2.7,0
T108573,11.38,17,1,grocery,0,1,1874,1.5,0
T103912,16.43,6,1,travel,0,0,1186,11.7,0
T106018,20.98,0,1,electronics,1,1,407,20.9,1
T107814,189.13,23,2,gas,0,1,389,2.9,0
T102545,26.61,19,1,grocery,0,0,1603,53.0,0
T100043,162.08,18,1,electronics,0,0,929,33.6,0
T100953,27.01,0,2,gas,0,1,1121,11.7,0
T106977,15.54,14,3,online,0,1,2007,9.7,0
T107264,32.53,17,2,online,0,1,163,7.9,0
T104662,123.95,23,0,grocery,0,1,1445,7.4,0
T100808,11.32,17,2,Travel,0,1,1679,41.8,0
T100960,62.04,15,1,Travel,0,0,1279,3.4,1
T103828,69.28,19,0,travel,0,0,441,6.4,0
T103251,32.6,21,4,gas,0,1,941,4.2,0
T103878,258.65,6,0,grocery,0,0,1227,7.3,0
T102658,100.7,18,3,grocery,0,0,156,7.8,0
T107860,48.06,21,3,Travel,0,1,932,34.4,0
T101029,173.48,21,1,grocery,0,1,575,4.1,0
T102278,97.82,20,0,grocery,0,1,297,9.7,0
T101234,40.31,12,1,Gas,0,0,128,16.5,0
T103473,44.03,17,1,travel,0,1,2478,9.3,0
T101243,163.97,8,2,online,0,1,1011,5.9,0
T102230,80.6,7,1,electronics ,0,0,634,1.9,0
T103635,65.28,12,2,online ,0,1,1974,337.3,0
T103195,35.34,21,1,grocery,0,0,732,10.8,0
T100895,14.26,10,1,gas,1,1,2133,21.5,0
T103942,22.91,23,1,Grocery,0,1,2185,21.2,0
T105143,45.31,1,1,grocery,0,0,1937,7.1,0
T107330,97.35,4,1,Electronics,0,1,2201,14.9,0
T107530,100.39,2,2,restaurant,0,1,2300,4.2,0
T101377,182.68,20,1,online,0,0,580,1.0,1
T108873,101.82,11,4,Gas,0,0,1139,6.3,0
T102897,72.9,13,0,electronics,0,1,2346,42.8,0
T107519,98.7,15,1,restaurant,1,1,1460,153.8,0
T101429,37.8,11,0,electronics ,0,0,23,11.4,0
T108166,77.03,20,3,gas,0,1,88,6.1,0
T100651,92.33,17,1,Gas,0,1,1457,6.4,0
T103599,120.97,7,0,gas,0,0,641,61.2,0
T106466,9.04,19,1,grocery ,0,1,2267,26.4,0
T100916,48.15,0,4,online,0,1,725,11.4,0
T104514,138.95,13,1,grocery,0,1,1218,8.7,0
T107971,20.27,14,0,grocery,0,1,134,14.8,0
T107088,117.62,11,1,restaurant,0,0,1946,2.4,0
T102409,30.01,15,3,gas,0,1,802,13.1,0
T107404,76.65,11,4,online,1,0,1945,27.7,0
T105473,64.53,19,0,electronics,0,0,17,43.9,0
T100290,488.09,6,0,Gas,0,0,1834,5.8,0
T107707,45.01,15,0,restaurant,0,1,402,28.8,0
T108754,702.21,9,1,online,0,0,23,4.5,1
T106403,25.9,14,1,Restaurant,0,1,1325,7.2,0
T105306,22.52,20,0,grocery,0,0,49,7.5,0
T102668,51.29,15,1,gas,0,1,174,11.6,0
T108032,29.36,9,0,Online,0,1,1778,249.5,0
T100999,37.31,9,2,gas,0,0,1016,3.7,0
T100574,22.93,7,1,restaurant,0,1,2017,10.7,0
T100105,51.95,10,4,online,0,0,2468,8.1,0
T100467,24.36,15,1,Grocery,1,0,1484,139.8,0
T100377,37.68,21,0,gas,0,0,118,2.9,0
T100859,83.27,5,1,online,0,0,1476,45.7,0
T105892,136.78,6,1,online,0,1,2166,18.6,0
T107789,120.71,18,0,Restaurant,0,0,658,5.2,0
T100492,62.27,9,0,online,0,1,2295,5.2,0
T101273,20.5,4,0,travel,0,1,1699,75.7,0
T106483,348.77,4,1,gas,0,1,2437,57.7,0
T107408,133.96,7,0,Restaurant,0,1,2361,2.4,0
T107517,59.01,18,0,restaurant,0,1,389,27.6,0
T107839,69.88,3,0,gas,0,1,1486,95.3,0
T106420,190.98,8,1,online,0,0,2099,4.6,0
T104931,47.89,11,0,travel,0,0,1004,16.0,0
T103941,47.39,9,3,Restaurant,0,1,1853,10.4,0
T103508,51.83,23,0,grocery,0,0,325,13.5,0
T100273,51.26,12,0,online,0,0,2298,14.7,0
T107172,66.71,10,1,restaurant,0,1,2074,2.1,0
T108088,124.15,0,1,travel,0,1,1216,15.5,0
T104630,19.38,23,2,Grocery,0,0,1961,26.7,0
T106676,97.87,9,4,travel,0,0,1787,11.7,0
T106729,141.24,14,1,electronics ,0,1,1984,18.4,0
T100200,236.69,18,0,gas,0,1,978,39.3,0
T107757,17.71,2,1,gas,0,1,1556,8.5,0
T107806,41.83,1,0,gas,1,1,1065,11.9,0
T105292,37.17,9,1,Grocery,0,1,1546,14.7,0
T101456,160.7,23,1,online,0,0,1911,7.8,0
T102740,64.54,6,0,grocery,0,0,1191,15.6,0
T103533,78.66,4,0,Restaurant,0,1,1481,6.2,0
T107181,72.71,1,2,restaurant,0,0,1355,77.7,0
T108085,52.0,1,2,grocery,0,1,832,7.5,0
T107464,40.52,4,2,grocery,0,1,1831,10.1,0
T108500,93.81,20,1,travel,0,0,857,5.4,0
T104234,34.32,21,0,gas,0,0,1656,66.4,0
T107457,28.12,18,2,electronics,0,1,2127,263.6,0
T103316,72.17,7,2,electronics,0,1,726,4.2,0
T108397,32.92,20,0,online,0,0,1271,5.9,0
T108540,61.5,6,0,Grocery,0,1,1253,30.7,0
T106621,19.98,16,3,travel,0,1,1715,5.7,0
T105384,27.79,10,2,gas,0,1,1486,85.6,0
T101820,237.28,17,2,online,1,1,1195,34.7,1
T108746,29.45,7,2,grocery,0,0,2414,3.5,0
T106462,36.62,13,0,online,0,1,1301,9.9,0
T106622,33.09,8,0,gas,0,0,1616,166.3,0
T104368,6.39,14,1,Online,0,1,1567,2.7,0
T103454,70.85,10,0,restaurant,0,0,1588,2.6,0
T101033,235.54,20,1,Online,0,1,1459,3.4,0
T107911,49.72,19,0,grocery,0,0,965,59.5,0
T105537,54.31,14,2,online,0,0,1341,1.4,0
T108482,68.71,1,0,online,0,1,1992,2.6,0
T108802,13.74,1,0,online,0,0,1820,161.5,0
T103704,29.16,3,1,grocery,0,1,2042,5.9,0
T105564,14.43,18,1,electronics,0,0,1215,45.0,1
T100234,25.5,21,2,online,0,1,1648,10.7,0
T101924,57.84,7,0,restaurant,0,1,286,3.9,0
T107921,49.21,9,2,online,0,1,1026,70.7,0
T106476,3.79,2,0,online,1,0,1606,2.6,0
T105511,59.65,1,2,restaurant,0,1,2099,29.7,0
T100349,118.64,2,1,travel,0,0,1588,16.0,0
T104592,14.96,20,1,gas,0,0,2412,2.4,0
T105618,464.28,4,0,grocery,0,1,1516,9.7,0
T106677,114.23,22,1,grocery ,0,0,1118,254.3,0
T101634,12.44,22,2,online,0,1,1708,75.0,0
T102823,26.24,12,3,grocery,0,0,2396,6.7,0
T103654,23.47,12,0,ONLINE,0,0,2020,6.0,0
T100957,16.48,23,3,Grocery,0,0,553,21.2,0
T103895,60.53,22,0,online,0,1,2102,5.0,0
T107827,91.68,13,0,gas,0,1,2025,149.6,0
T102395,28.73,4,1,travel,0,1,385,14.5,0
T103030,11.42,22,1,online,0,0,218,12.7,0
T107211,26.85,14,2,online,0,1,1297,62.7,0
T108157,175.87,1,1,travel,0,1,659,14.4,0
T102764,12.81,23,1,grocery,0,1,2129,23.7,0
T101614,125.26,4,1,electronics,0,0,2391,19.7,0
T104224,76.41,5,0,gas,0,1,1468,16.3,0
T108753,67.41,5,0,online ,0,0,279,3.9,1
T102517,62.56,16,0,Grocery,0,1,1545,15.2,0
T101951,15.79,5,1,travel,0,1,2204,43.6,0
T107638,201.24,13,1,Restaurant,0,1,727,19.1,0
T108168,65.73,10,1,Travel,0,0,370,26.5,0
T103996,26.31,3,0,gas,0,1,56,20.4,0
T104102,11.28,4,1,Restaurant,0,1,157,20.4,0
T102512,381.21,23,0,electronics,0,1,74,10.5,0
T101704,91.62,15,1,online,0,1,975,15.0,0
T102223,14.93,2,0,restaurant,0,0,1130,94.1,0
T106281,17.79,19,1,online ,0,1,127,3.0,0
T105632,34.73,21,0,online,0,1,293,8.4,0
T102825,50.72,1,0,restaurant,0,1,1380,11.0,0
T107094,91.4,23,0,Travel,0,0,2295,22.5,0
T107078,19.25,11,2,travel,0,0,605,9.9,0
T104340,61.62,16,2,grocery,0,1,2312,147.4,0
T108476,69.67,9,1,grocery,0,1,402,52.5,0
T105542,77.68,13,2,gas,0,1,94,67.7,0
T106161,86.88,22,0,grocery,0,1,1233,4.5,0
T103490,83.47,13,3,grocery,0,0,1848,1.8,0
T101491,145.56,23,0,online,0,1,1824,67.5,0
T107831,65.68,8,3,online,0,1,504,24.9,0
T101011,36.94,6,0,grocery,0,1,1605,4.1,0
T100125,82.2,21,0,travel,1,0,1552,16.2,0
T106480,65.7,0,1,Gas,0,0,35,5.7,0
T106754,25.45,18,0,gas,0,1,261,1.2,0
T102181,79.56,8,2,restaurant,0,1,1284,5.4,0
T107705,17.79,18,1,grocery ,0,1,1498,16.5,0
T104663,75.74,12,1,Grocery,0,0,354,27.4,0
T104713,28.88,7,0,gas,0,0,463,40.4,0
T107816,94.81,2,0,grocery,0,0,1419,39.0,0
T106650,5.78,6,2,online,0,1,2349,62.2,0
T104535,17.58,21,0,ONLINE,0,1,1790,128.9,0
T106852,11.91,17,1,ONLINE,0,1,2436,1.5,0
T106244,39.63,1,1,electronics ,0,0,413,32.8,0
T101134,121.17,22,3,electronics,0,1,1976,8.0,0
T106510,24.84,23,1,travel,0,0,2031,12.4,0
T101409,26.94,13,1,online,0,0,1386,27.4,0
T107492,61.17,22,1,grocery,0,0,1295,8.9,0
T100748,42.36,2,2,restaurant,0,0,1707,8.4,0
T104002,70.39,14,0,restaurant,0,0,1035,3.6,0
T101502,51.75,6,1,restaurant,0,0,1831,9.7,0
T103333,64.2,18,1,online,0,1,1734,23.7,0
T101931,184.0,6,0,gas,0,0,2245,39.0,0
T101638,46.22,22,1,online,0,1,869,21.2,0
T107021,80.36,11,3,electronics,0,1,1361,17.3,0
T104893,20.43,13,1,Online,0,1,2019,8.5,0
T105712,37.18,21,0,gas,0,0,71,10.1,0
T104827,369.58,11,2,electronics ,1,0,611,9.8,0
T103913,114.38,7,1,restaurant,0,0,758,5.5,0
T102360,54.94,14,3,travel,0,0,1815,4.9,0
T104120,52.59,6,0,grocery,0,1,202,54.6,0
T104659,139.83,22,2,gas,0,0,2294,12.7,0
T104593,18.59,15,3,online,0,0,1428,17.2,0
T106783,14.42,11,2,electronics,0,1,1792,0.9,0
T103910,189.8,5,0,online,0,0,1082,82.2,0
T103968,30.96,22,0,restaurant,0,1,912,0.8,0
T105545,13.25,12,1,gas,0,0,463,,0
T100017,45.38,5,0,grocery ,0,1,737,16.0,0
T102012,113.76,8,1,online,0,0,1592,10.0,0
T101481,25.14,23,2,gas,0,1,1903,2.7,0
T108087,44.48,10,0,Electronics,0,1,2460,0.7,0
T108617,34.12,23,0,restaurant,0,1,2110,0.7,0
T101128,295.77,1,4,electronics,1,1,1311,143.3,0
T107118,78.65,14,1,grocery,0,0,862,218.6,0
T102895,46.36,17,0,grocery,0,1,2229,20.5,0
T103784,57.61,5,0,online,0,1,593,35.6,0
T103584,34.24,17,0,grocery ,0,0,895,14.3,0
T105958,54.42,2,0,restaurant,0,0,379,27.1,0
T105435,26.34,8,1,grocery,0,0,294,1.7,0
T105777,67.71,2,1,grocery,0,0,806,13.1,0
T107760,255.01,2,1,grocery ,0,1,176,7.3,0
T104178,20.4,3,0,Restaurant,0,1,1201,5.9,0
T107199,85.58,15,1,grocery,0,1,132,27.9,0
T102956,31.0,14,1,online,0,0,373,6.7,0
T103148,49.63,8,0,grocery,0,1,2128,25.5,0
T107091,27.87,15,1,Gas,1,1,1270,3.5,0
T101466,50.53,0,1,gas,0,1,101,56.4,0
T103140,44.81,15,1,Travel,0,1,2141,12.5,0
T103616,52.13,14,0,online,0,1,616,7.5,0
T106690,73.21,21,1,online ,0,1,2010,35.9,0
T100529,72.54,16,2,travel,0,0,626,5.1,0
T103628,87.66,19,1,Grocery,0,1,2412,3.8,0
T105721,80.59,0,1,online,0,1,2137,62.6,0
T104018,57.81,11,1,online,0,1,2257,13.4,0
T103518,48.73,10,1,grocery,0,0,1637,61.8,0
T101256,59.27,7,1,Electronics,0,0,712,7.1,0
T105159,29.88,19,2,Gas,0,0,2045,24.7,0
T108624,52.41,6,1,online,0,0,220,8.8,0
T100793,25.08,11,0,electronics,0,1,1843,6.0,0
T100968,129.32,18,2,Restaurant,0,1,1567,6.8,0
T100407,42.35,6,0,Travel,0,0,1716,8.3,0
T107541,111.76,1,2,gas,0,1,208,8.0,0
T105685,41.39,0,1,electronics,0,1,8,3.6,0
T108447,151.03,6,1,online,0,0,238,5.7,0
T105570,158.4,18,0,grocery,0,0,952,4.6,0
T106144,36.09,11,0,Online,0,1,1051,2.8,0
T101448,23.07,11,0,online,0,0,2129,5.1,0
T106210,185.51,12,2,grocery,0,1,185,12.6,0
T106179,64.08,0,2,Online,0,1,49,7.5,1
T102092,49.45,15,1,gas,0,0,59,3.3,0
T108759,82.29,11,1,online,0,0,1418,12.6,0
T100944,22.1,18,0,online,0,1,2261,9.0,0
T107433,39.91,0,0,online ,0,0,826,5.9,0
T100221,38.52,7,0,online,0,0,1862,4.0,0
T106793,24.2,11,1,grocery,1,1,1942,67.0,0
T106534,178.64,1,3,Restaurant,0,1,1309,0.8,0
T107568,28.16,5,2,gas,0,1,1857,960.8,0
T104337,18.61,9,2,Gas,0,1,1106,2.7,0
T100087,36.59,12,3,grocery,0,0,1300,1.8,0
T102088,9.22,3,1,grocery ,0,0,757,227.7,0
T103388,177.49,11,1,online,0,0,980,1.8,0
T102727,78.6,13,1,travel,0,0,2240,2.7,0
T105734,58.99,8,2,Online,0,1,2276,10.6,0
T107742,21.17,8,1,grocery,0,1,1666,37.8,0
T103051,20.41,5,0,travel,0,1,360,18.8,0
T100093,51.39,15,1,travel,0,1,539,1.4,0
T101173,52.56,17,0,Gas,0,1,273,2.1,0
T105830,38.85,19,2,grocery,0,1,1695,0.8,0
T102736,25.17,3,3,restaurant,0,0,311,15.1,0
T107013,34.17,2,2,electronics,0,1,616,6.6,0
T100811,56.78,23,3,online,0,1,593,41.8,0
T104385,181.3,20,3,electronics,0,1,1202,38.8,0
T102836,66.11,18,4,gas,0,1,1412,9.0,0
T107233,90.38,4,0,online,0,0,2338,79.6,0
T107467,13.63,2,0,restaurant,0,0,985,36.8,0
T108266,84.34,8,1,travel,0,1,987,0.6,0
T107141,25.02,3,1,online,0,1,1991,13.2,0
T105025,68.38,15,1,online,0,0,1326,1.6,0
T104849,62.34,0,1,restaurant,0,1,1877,40.3,0
T103476,112.04,6,3,electronics,0,1,241,1.2,0
T103677,29.4,1,0,grocery,0,1,254,7.6,0
T101095,20.12,7,0,grocery,0,0,1735,9.5,0
T101506,59.02,0,2,grocery,0,1,66,13.8,0
T102632,26.04,10,1,grocery,0,1,1518,5.0,0
T107602,118.47,6,1,online,0,1,1729,1.8,0
T107204,102.94,6,0,gas,0,1,549,7.2,0
T108077,47.09,17,1,Restaurant,1,1,2154,46.8,0
T108708,60.83,10,1,travel,0,1,555,40.3,0
T101880,25.83,22,1,electronics,0,0,1198,8.9,0
T100933,27.17,16,0,grocery,0,1,2229,81.1,0
T102120,30.69,17,1,grocery,0,0,2122,14.2,0
T103520,25.2,10,1,online,1,1,329,2.6,0
T107846,9.61,9,2,Restaurant,0,1,2333,17.6,0
T107450,9.51,16,2,gas,0,0,675,6.1,0
T104012,31.37,5,3,online,0,0,942,10.1,0
T101089,181.99,18,1,Gas,0,0,1585,32.8,0
T105610,62.52,3,1,Electronics,0,1,2069,11.1,0
T100395,30.2,10,1,online,0,1,1250,20.3,0
T105579,56.76,0,1,electronics,0,1,1169,3.3,0
T106129,39.21,8,0,restaurant,0,1,1109,20.6,0
T101263,41.2,3,2,Restaurant,1,1,853,20.4,0
T106165,19.95,0,1,restaurant,0,0,1490,18.7,0
T106407,41.14,11,0,online,0,0,1579,9.0,0
T108190,374.14,18,0,restaurant,0,0,1079,34.5,0
T100361,28.93,8,0,travel,0,0,1361,7.4,0
T102902,60.31,3,2,Gas,0,1,554,1.0,0
T104673,137.66,23,3,grocery,1,0,837,23.3,0
T105370,20.8,21,3,ONLINE,0,0,1922,12.7,0
T104690,12.31,0,2,grocery,0,1,1521,34.2,0
T102305,194.12,5,5,gas,1,0,1274,19.6,1
T103178,52.62,19,0,gas,1,0,551,165.0,0
T101602,17.3,6,2,online,0,1,880,140.7,0
T105521,17.26,13,0,online,0,1,742,11.8,0
T107027,175.24,20,0,online,0,1,2319,51.1,0
T104008,46.49,4,0,grocery,0,0,1142,2.3,0
T100673,66.57,19,1,online,0,0,187,16.0,0
T105257,9.83,19,1,grocery,0,1,65,1.3,0
T105281,25.85,9,1,ONLINE,0,1,434,2.2,0
T102159,87.08,9,0,gas,0,1,2303,5.7,0
T108634,26.09,23,0,grocery,0,1,278,10.1,0
T101463,17.01,1,0,travel,1,0,1754,5.9,0
T100821,127.41,22,2,online,0,1,2115,7.4,0
T102509,203.01,7,0,grocery,0,1,1134,75.9,0
T104927,132.58,20,0,online,0,1,1681,31.8,0
T108723,15.09,13,2,grocery,0,0,408,1.2,0
T106225,149.2,13,1,restaurant,0,0,1844,4.6,0
T103332,87.2,23,1,electronics,0,0,272,14.3,0
T102959,56.95,2,0,electronics,0,1,1351,12.3,0
T101496,54.84,20,1,grocery,0,1,2164,70.6,0
T103691,49.78,4,0,grocery,0,1,828,5.0,0
T100763,69.4,17,2,gas,0,0,214,3.8,0
T105413,19.33,14,2,Electronics,0,1,2150,1.2,0
T104637,77.49,6,0,restaurant,0,0,1503,7.8,0
T102125,18.98,1,2,grocery,0,1,44,31.9,0
T103955,103.02,16,2,Gas,0,0,2255,2.6,0
T104587,108.28,10,0,grocery,0,0,536,17.1,0
T101681,15.45,18,1,restaurant,0,1,445,30.2,0
T108691,27.72,4,0,Restaurant,0,1,245,92.0,0
T102267,30.33,8,2,grocery,0,0,429,11.2,0
T100862,50.66,9,1,online,0,0,107,2.5,0
T106958,10.91,15,1,restaurant,0,1,1811,3.4,0
T105658,405.87,13,1,electronics ,0,0,1671,40.9,0
T108121,65.68,18,3,electronics,0,1,942,10.0,1
T107941,6.61,19,1,gas,1,1,575,26.7,0
T104354,67.77,5,1,restaurant,0,0,281,6.5,0
T103186,56.05,2,3,Gas,1,0,461,51.5,1
T102262,90.07,9,2,restaurant,0,1,2058,6.7,0
T105104,3.15,17,0,online ,0,1,611,12.6,0
T102995,9.74,19,2,electronics,0,0,1522,12.7,0
T107792,56.67,8,1,restaurant,0,1,831,626.8,0
T103381,43.61,5,1,online,0,1,2165,6.8,0
T101366,30.38,3,1,restaurant,0,1,881,4.4,0
T101270,47.29,4,2,Restaurant,0,0,1564,17.9,0
T102131,15.76,5,1,online,0,0,1400,2.3,0
T105775,116.37,17,1,grocery,0,0,1011,21.9,0
T103598,83.57,2,1,gas,0,1,531,56.0,0
T103482,37.04,13,0,restaurant,0,1,1282,28.0,0
T103595,32.51,3,0,grocery ,0,1,432,90.8,0
T102733,52.87,9,1,restaurant,0,0,670,2.5,0
T102629,33.07,6,1,restaurant,1,0,749,14.1,0
T107219,25.01,20,1,electronics,0,1,2252,21.1,0
T100447,26.47,5,1,Restaurant,0,0,753,122.3,0
T107845,524.87,12,2,Gas,0,1,2172,25.9,0
T101976,18.48,10,2,gas,0,0,1161,4.9,0
T107651,8.67,17,2,online,0,0,1706,7.1,0
T106312,24.35,8,0,gas,0,1,792,5.8,0
T104381,75.36,12,0,restaurant,0,0,1421,13.1,0
T106422,87.49,20,1,Gas,0,1,649,13.4,0
T107908,34.92,13,0,online,0,0,218,58.9,1
T108798,146.72,3,0,online,0,1,2349,12.4,0
T103506,109.9,19,2,gas,0,0,69,22.0,0
T105787,55.56,16,1,Travel,0,1,531,28.5,0
T103351,83.24,19,3,grocery ,0,0,1436,1.7,0
T106749,223.8,17,1,gas,0,0,468,5.0,0
T108700,61.27,11,3,Gas,0,0,1902,6.8,0
T105492,42.25,15,1,online,0,0,2449,62.4,0
T100819,39.46,1,1,online,0,1,2240,2.3,0
T108083,66.38,10,1,grocery,0,1,187,13.5,0
T106173,37.58,19,1,online,0,0,2002,18.4,0
T106209,75.42,18,1,online,1,1,1191,6.7,0
T106275,26.09,19,0,gas,0,1,1720,207.9,0
T101542,45.84,7,0,restaurant,0,1,1753,15.2,0
T104627,20.71,10,0,electronics,1,1,1807,16.7,0
T100652,44.95,18,1,restaurant,0,1,1899,4.9,0
T101014,10.47,21,0,electronics,0,1,333,14.0,0
T106095,-11.7,11,2,travel,0,1,402,35.5,0
T100749,80.26,22,0,grocery,0,0,1526,8.4,0
T107360,31.44,3,1,grocery,0,1,413,11.4,0
T106975,35.79,1,1,gas,0,1,2175,15.1,0
T107329,74.52,2,0,restaurant,0,0,1944,41.9,0
T107562,64.68,4,0,Grocery,0,1,1835,21.0,0
T106817,35.96,22,3,restaurant,0,0,1591,3.0,0
T107737,13.81,1,1,online,0,1,1074,10.9,0
T103218,77.62,16,1,Online,0,1,1217,11.0,0
T107720,30.4,10,0,Restaurant,0,1,1330,16.1,0
T102416,39.95,3,2,restaurant,0,1,46,114.2,0
T106615,28.04,6,3,grocery,1,1,211,5.1,1
T104152,112.21,3,0,online,0,0,1711,5.8,0
T108954,20.19,4,1,restaurant,0,0,710,16.1,0
T104508,37.41,11,0,online,0,1,1766,47.7,0
T105367,83.24,1,2,travel,0,0,2069,14.3,0
T102712,65.32,3,1,electronics,0,1,2441,25.2,0
T106939,143.83,6,2,grocery,0,0,2002,3.5,0
T102928,132.18,5,1,travel,0,0,2447,3.9,0
T106199,34.89,0,3,travel,0,1,1312,10.3,0
T101606,10.93,1,1,ONLINE,0,0,1369,8.6,0
T108619,41.89,10,1,Travel,0,1,323,1.5,0
T105930,129.08,14,0,online,0,1,277,15.7,0
T102549,25.1,4,0,Online,0,0,2155,10.6,0
T106785,30.18,1,1,gas,0,0,104,5.4,1
T104271,109.23,19,0,online,0,1,2104,6.8,0
T105983,43.64,18,0,grocery,0,0,1280,1.1,0
T108878,380.63,23,0,restaurant,0,0,998,9.8,0
T100236,198.33,5,2,restaurant,0,1,913,9.2,0
T104297,69.28,21,1,grocery,0,1,203,49.3,0
T105084,6.78,6,2,travel,0,1,1629,2.5,0
T108169,234.11,2,0,Electronics,0,1,1241,0.9,1
T102644,73.62,21,1,Online,0,0,674,19.8,0
T108290,1335.22,10,0,electronics ,0,0,61,147.3,0
T104500,73.36,20,0,online,0,0,700,6.6,0
T104091,17.02,18,1,online,0,1,457,2.7,0
T100245,105.37,3,2,travel,0,1,1719,6.4,0
T103359,41.35,6,1,gas,1,1,2066,4.8,0
T108268,77.73,14,2,gas,0,0,2488,8.1,0
T106065,44.21,17,0,online,0,0,1706,21.6,0
T105176,36.2,11,0,grocery,0,0,684,6.6,0
T103461,24.16,8,2,grocery,0,1,1049,5.8,0
T106739,30.45,19,1,online,0,0,529,13.9,0
T103416,191.92,19,2,restaurant,0,1,73,37.7,0
