customer_id,recency_days,frequency,monetary,tenure_months,email_opens_90d,prior_responses,age,responded
C42590,332,4,362.0,58,0,0,80.0,0
C43316,35,3,260.0,1,9,1,22.0,0
C40866,24,13,2674.0,63,42,5,34.0,1
C40671,12,35,2449.0,71,16,2,45.0,0
C41166,22,13,571.0,40,10,4,29.0,0
C41505,50,13,1047.0,53,11,0,58.0,0
C41577,79,5,1108.0,52,17,3,23.0,1
C42225,237,3,540.0,62,2,1,52.0,0
C40137,24,25,2826.0,57,22,3,38.0,1
C40976,21,13,2892.0,53,26,1,47.0,0
C41592,81,15,1321.0,62,18,2,51.0,0
C41475,82,17,514.0,34,9,3,53.0,0
C42262,500,3,256.0,42,1,0,67.0,0
C40290,13,15,2632.0,60,24,4,30.0,1
C40226,20,21,3233.0,59,39,3,40.0,0
C42082,102,12,1170.0,46,15,0,58.0,0
C42577,219,1,526.0,51,4,1,40.0,0
C44050,34,1,311.0,12,9,0,53.0,0
C42245,166,3,367.0,61,2,0,65.0,0
C40337,25,23,1880.0,69,19,3,42.0,1
C43194,30,5,289.0,1,9,0,27.0,0
C40075,17,13,2385.0,59,34,3,55.0,0
C42659,248,3,412.0,55,1,0,51.0,0
C40411,16,21,2590.0,70,13,3,50.0,0
C41260,60,13,1101.0,48,19,1,49.0,0
C42010,83,17,1500.0,42,10,1,52.0,0
C41211,52,11,691.0,53,21,0,51.0,0
C41760,100,5,1168.0,59,12,2,54.0,0
C42035,58,11,796.0,42,18,3,50.0,0
C43115,318,2,513.0,52,2,0,40.0,0
C42459,353,2,340.0,55,4,0,46.0,0
C41242,40,11,1054.0,45,24,0,57.0,0
C43692,29,2,284.0,1,8,0,49.0,0
C41634,56,9,742.0,46,13,2,42.0,0
C41941,99,7,383.0,36,15,0,38.0,0
C43882,27,6,368.0,12,7,2,33.0,1
C41777,23,8,1042.0,45,13,0,44.0,0
C43841,27,10,360.0,4,12,1,18.0,0
C43421,31,3,415.0,23,11,0,43.0,0
C44061,23,5,357.0,14,17,0,25.0,0
C41236,85,12,1058.0,49,15,1,42.0,0
C43940,39,6,330.0,17,8,2,28.0,0
C42205,194,3,432.0,55,0,0,57.0,0
C43705,13,8,281.0,10,14,2,18.0,0
C43066,108,3,341.0,69,3,0,50.0,0
C43909,41,7,348.0,17,14,2,18.0,0
C41290,77,17,1238.0,46,10,1,47.0,0
C40324,9,26,2451.0,64,14,4,36.0,0
C41723,118,7,1310.0,32,5,0,52.0,1
C41144,54,8,1225.0,48,10,1,57.0,0
C40953,10,18,2083.0,56,26,3,44.0,1
C40142,19,28,2120.0,61,37,3,56.0,1
C40336,15,25,2475.0,63,34,5,48.0,1
C42798,238,0,431.0,60,3,0,44.0,0
C40540,19,23,2091.0,61,21,4,41.0,0
C40240,20,35,2480.0,61,43,2,35.0,1
C42926,350,1,373.0,71,2,0,62.0,0
C43584,38,7,268.0,10,14,0,20.0,0
C41817,43,17,1129.0,52,12,2,46.0,0
C41452,112,10,1063.0,39,18,2,34.0,0
C40929,15,27,3493.0,63,27,1,32.0,1
C41667,67,12,1488.0,55,6,0,31.0,0
C41487,62,6,1290.0,56,11,0,45.0,0
C40062,16,16,2637.0,61,41,2,47.0,1
C42412,428,5,413.0,55,2,1,54.0,0
C41556,101,9,750.0,35,18,1,49.0,0
C43881,28,9,360.0,5,12,2,41.0,0
C43528,13,6,444.0,7,7,1,27.0,0
C41369,97,7,701.0,53,20,0,40.0,0
C43239,36,6,358.0,4,9,0,35.0,0
C41411,121,8,859.0,53,11,1,50.0,0
C41977,58,13,812.0,50,15,2,49.0,0
C40838,13,22,2634.0,60,26,2,51.0,1
C40231,4,14,1643.0,67,43,2,41.0,0
C40318,14,18,3467.0,52,32,2,44.0,0
C41649,91,3,1033.0,50,19,1,56.0,1
C41849,78,11,1070.0,49,9,2,34.0,0
C41911,83,9,335.0,50,12,0,46.0,0
C41978,107,18,846.0,52,6,2,46.0,0
C43234,43,7,389.0,11,7,0,39.0,0
C42274,335,4,455.0,57,2,0,38.0,0
C41082,78,7,728.0,43,12,0,50.0,0
C41686,66,15,1277.0,42,14,1,42.0,0
C43448,52,7,199.0,2,8,0,25.0,0
C43569,44,9,420.0,1,12,1,35.0,0
C42159,313,4,541.0,56,3,0,39.0,0
C41812,104,11,729.0,43,11,0,48.0,0
C42013,97,7,1118.0,49,6,2,55.0,0
C41522,85,9,1163.0,43,19,0,54.0,0
C41950,89,8,879.0,54,6,0,41.0,0
C41925,91,11,1118.0,47,13,1,37.0,0
C40272,19,17,2674.0,68,34,3,40.0,1
C42482,277,3,422.0,54,3,0,29.0,0
C43629,41,11,228.0,1,9,0,39.0,0
C42160,438,2,373.0,69,2,0,61.0,0
C41861,118,6,1087.0,37,16,2,34.0,0
C43175,45,3,313.0,1,10,0,30.0,0
C42845,228,3,316.0,54,2,2,62.0,0
C40076,15,20,1971.0,43,27,5,56.0,0
C41560,87,4,1168.0,42,7,1,60.0,0
C42342,390,1,675.0,69,3,1,31.0,0
C41133,86,16,1343.0,54,17,1,51.0,0
C41313,38,10,1264.0,38,11,0,57.0,1
C40368,14,15,2027.0,63,27,3,32.0,1
C42792,218,1,338.0,51,3,0,58.0,0
C42106,351,3,430.0,57,3,1,68.0,0
C43415,31,3,474.0,4,13,3,33.0,0
C41267,119,16,1224.0,55,18,2,46.0,0
C44093,40,12,268.0,5,12,0,36.0,0
C42418,279,4,474.0,53,2,0,46.0,0
C43753,40,11,362.0,13,8,3,25.0,0
C44053,24,6,115.0,5,7,1,26.0,0
C43799,35,7,282.0,2,17,0,28.0,0
C40480,13,27,1573.0,62,29,8,35.0,1
C40909,24,21,2720.0,71,21,2,53.0,0
C43598,42,4,156.0,2,11,0,28.0,0
C43281,26,10,401.0,16,6,1,50.0,0
C42064,125,9,870.0,50,10,0,45.0,1
C42399,197,5,411.0,59,2,1,59.0,0
C40093,17,26,2022.0,58,21,3,35.0,1
C43098,346,2,491.0,61,1,0,65.0,0
C41576,54,10,949.0,37,16,0,47.0,0
C44197,36,6,256.0,1,13,0,41.0,0
C42045,96,12,701.0,43,18,2,53.0,0
C43049,500,4,454.0,64,2,0,53.0,0
C41699,63,6,793.0,51,14,1,50.0,0
C40158,20,17,2534.0,60,20,1,28.0,1
C41275,44,11,826.0,48,12,2,44.0,0
C41304,74,9,688.0,53,10,1,63.0,0
C42755,347,4,344.0,54,3,0,73.0,0
C41263,61,14,1561.0,48,19,1,65.0,0
C42707,302,4,503.0,53,1,1,32.0,0
C42248,444,4,325.0,62,2,0,44.0,0
C40270,23,31,2810.0,65,35,5,40.0,1
C44167,36,6,268.0,8,11,1,33.0,0
C42364,340,2,318.0,41,1,1,54.0,0
C40622,15,18,2941.0,77,31,4,26.0,1
C40455,19,17,2817.0,58,17,1,54.0,1
C43031,285,1,497.0,56,3,0,50.0,0
C44028,19,11,510.0,4,8,1,18.0,0
C42331,355,3,495.0,65,1,1,42.0,0
C42622,177,3,306.0,68,3,0,52.0,0
C42882,374,3,277.0,65,2,0,64.0,0
C43607,41,7,262.0,1,10,1,42.0,0
C40969,21,14,3672.0,73,45,8,59.0,1
C42019,95,10,591.0,50,10,1,48.0,0
C44018,44,4,469.0,9,5,1,19.0,0
C42966,213,2,363.0,51,1,0,59.0,0
C43227,48,7,332.0,1,7,1,42.0,0
C44056,36,4,177.0,6,9,1,29.0,0
C43891,43,3,320.0,1,9,4,43.0,0
C43926,34,6,355.0,12,10,1,25.0,0
C40188,16,21,2049.0,67,30,4,56.0,0
C43609,41,7,331.0,10,12,1,27.0,0
C40143,15,14,272.0,64,24,4,28.0,0
C41255,111,5,719.0,44,11,1,43.0,1
C42866,301,0,309.0,70,4,0,51.0,0
C41266,93,6,1068.0,52,13,0,42.0,0
C43778,25,2,312.0,16,12,1,39.0,0
C43982,46,8,260.0,13,10,0,31.0,0
C40627,12,23,2090.0,68,27,2,38.0,1
C43094,188,3,347.0,46,4,0,48.0,0
C42813,298,2,340.0,61,1,0,56.0,0
C40119,22,17,2633.0,48,32,1,58.0,0
C40571,15,20,2247.0,68,35,5,46.0,1
C40192,22,28,2412.0,60,38,1,40.0,1
C43318,32,4,281.0,4,8,0,45.0,0
C41563,85,14,1009.0,42,18,1,47.0,0
C43503,43,10,334.0,10,6,0,32.0,0
C43036,405,2,446.0,60,2,1,39.0,0
C41866,82,6,580.0,50,18,0,37.0,0
C44122,27,3,286.0,13,11,0,25.0,0
C44096,33,5,454.0,1,10,0,30.0,0
C41871,57,10,1071.0,39,14,0,39.0,0
C42532,221,3,466.0,55,3,2,65.0,0
C42316,308,4,365.0,54,2,0,60.0,0
C41253,71,10,1188.0,50,10,1,26.0,0
C43952,52,7,315.0,14,5,0,42.0,0
C44073,35,1,426.0,17,9,2,34.0,1
C43999,43,6,273.0,14,9,2,36.0,0
C41031,80,6,927.0,45,10,0,55.0,0
C42533,445,4,586.0,61,1,0,34.0,0
C41494,71,14,1040.0,44,20,2,53.0,0
C42690,391,4,260.0,52,0,0,45.0,0
C43508,36,6,329.0,14,10,2,45.0,0
C41012,134,6,1442.0,49,21,1,44.0,0
C41728,90,9,1048.0,53,13,2,35.0,0
C43841,27,10,360.0,4,12,1,18.0,0
C43278,43,7,395.0,4,10,1,31.0,0
C42320,350,5,303.0,60,2,1,43.0,0
C42149,140,2,458.0,58,1,0,59.0,0
C41873,44,13,884.0,37,16,2,54.0,0
C42565,484,4,528.0,56,0,0,50.0,0
C40562,22,13,2856.0,63,34,4,47.0,0
C43847,43,5,312.0,9,15,2,33.0,0
C40696,14,31,2185.0,69,21,4,54.0,1
C41835,75,13,440.0,45,7,2,62.0,0
C43367,39,6,359.0,10,17,0,18.0,0
C43749,49,6,379.0,9,6,0,42.0,0
C42714,500,3,530.0,53,2,3,51.0,0
C43197,39,5,243.0,1,13,1,28.0,0
C40655,10,32,2540.0,60,22,4,49.0,1
C40472,26,25,2496.0,70,12,2,64.0,0
C40721,20,14,2810.0,60,36,5,40.0,1
C41404,76,8,1206.0,43,22,1,51.0,0
C43887,30,7,455.0,13,9,2,30.0,0
C43325,28,4,399.0,16,6,1,23.0,1
C43922,32,5,401.0,2,9,0,37.0,0
C43738,25,7,238.0,9,13,1,35.0,0
C42871,293,2,499.0,60,2,1,47.0,0
C40689,15,25,2862.0,50,31,1,46.0,1
C41176,99,7,1045.0,40,10,0,49.0,0
C40831,7,25,3514.0,68,25,0,36.0,0
C43051,343,4,501.0,58,3,0,31.0,0
C40848,20,17,1770.0,61,30,0,41.0,1
C43519,34,7,479.0,1,8,0,30.0,0
C40782,20,25,3577.0,37,16,2,43.0,1
C43366,21,7,339.0,1,15,0,41.0,0
C40580,27,27,2892.0,65,34,1,38.0,0
C40360,19,11,1580.0,58,23,2,37.0,1
C44187,43,4,405.0,1,6,0,18.0,0
C40547,27,23,2602.0,50,31,1,34.0,0
C40305,24,16,1782.0,60,55,1,56.0,1
C41768,71,8,893.0,46,14,0,52.0,0
C42850,384,1,325.0,64,1,0,55.0,0
C41519,76,9,1122.0,40,19,0,53.0,0
C40664,9,18,2434.0,65,32,4,30.0,1
C40639,19,16,3161.0,56,34,2,56.0,0
C42496,304,1,462.0,68,2,0,45.0,0
C43511,26,4,273.0,9,10,0,19.0,0
C41451,120,10,1262.0,47,9,1,46.0,0
C42518,185,3,555.0,65,3,0,59.0,0
C40550,13,20,2588.0,52,28,3,45.0,1
C40185,14,10,2216.0,72,11,1,51.0,0
C42032,85,11,862.0,46,13,2,58.0,0
C40788,22,17,2407.0,61,38,4,56.0,0
C40625,6,31,1234.0,44,19,2,54.0,0
C43016,296,3,668.0,68,2,0,39.0,0
C41306,83,11,543.0,54,7,1,46.0,0
C40180,16,17,1767.0,56,33,3,64.0,1
C43614,57,5,414.0,9,11,0,35.0,0
C40221,16,39,1941.0,63,30,4,38.0,1
C41500,78,12,947.0,54,23,1,56.0,0
C40816,17,8,1482.0,60,35,2,30.0,1
C41959,78,18,409.0,27,14,4,23.0,0
C41125,113,7,752.0,50,11,0,39.0,0
C44182,35,7,330.0,7,7,0,18.0,0
C43690,34,7,259.0,15,14,1,33.0,1
C40132,14,27,2334.0,56,21,2,40.0,1
C40486,22,18,1264.0,46,30,1,49.0,1
C41283,61,13,884.0,42,3,0,51.0,0
C42870,385,1,462.0,45,4,0,48.0,0
C40681,7,33,2773.0,58,34,2,28.0,0
C43592,42,6,416.0,1,11,0,29.0,0
C43561,60,4,280.0,1,9,0,28.0,0
C40084,15,11,3154.0,66,17,0,26.0,0
C40849,20,12,2935.0,64,45,3,42.0,1
C41828,114,9,758.0,61,11,2,41.0,0
C42841,378,3,456.0,58,2,0,55.0,0
C40441,18,19,1075.0,68,27,4,52.0,1
C42084,68,5,758.0,39,18,1,39.0,0
C41277,78,9,746.0,59,10,1,42.0,0
C42446,404,2,467.0,59,3,0,59.0,0
C42081,77,12,982.0,48,18,1,39.0,0
C44174,31,5,400.0,7,5,1,45.0,0
C41478,51,5,1064.0,47,13,0,55.0,0
C42126,406,2,286.0,57,2,1,64.0,0
C43079,179,1,191.0,60,2,0,42.0,0
C43890,40,5,260.0,12,11,0,38.0,0
C43455,49,4,178.0,8,11,0,35.0,0
C44185,36,0,308.0,7,11,0,18.0,0
C43602,56,6,421.0,6,10,1,24.0,0
C41078,54,10,494.0,39,13,2,41.0,0
C43713,40,6,238.0,5,10,0,18.0,0
C40537,15,14,2583.0,82,13,0,47.0,0
C43126,272,4,564.0,53,2,1,39.0,0
C41798,109,14,890.0,48,14,0,36.0,1
C40338,24,14,2140.0,66,34,1,43.0,0
C43177,42,10,251.0,19,11,0,24.0,1
C41145,42,16,951.0,60,21,2,36.0,0
C41389,42,7,5.0,43,13,1,62.0,0
C42080,83,11,1051.0,42,13,0,44.0,0
C43666,28,6,282.0,17,4,2,31.0,0
C44072,36,2,330.0,1,5,0,36.0,0
C40659,24,25,2303.0,54,27,4,28.0,0
C41771,73,10,938.0,46,18,2,53.0,1
C40355,20,21,2411.0,73,30,5,44.0,1
C40523,15,11,3049.0,62,33,1,56.0,0
C40874,11,27,2642.0,80,36,2,46.0,1
C43467,29,8,388.0,11,9,0,21.0,0
C42357,426,4,447.0,58,3,0,69.0,0
C40463,19,12,2521.0,62,35,2,44.0,1
C43324,37,3,440.0,3,8,0,20.0,0
C40431,17,31,1583.0,59,44,3,61.0,1
C43093,325,3,,59,2,1,56.0,0
C41687,57,9,1274.0,50,14,3,59.0,0
C40981,20,34,1806.0,71,30,4,32.0,1
C43693,64,8,274.0,1,7,0,28.0,0
C42006,44,8,1142.0,46,7,1,50.0,0
C40199,10,17,2820.0,73,50,4,36.0,1
C40423,16,34,2296.0,58,12,2,41.0,1
C41792,74,16,618.0,41,17,2,54.0,0
C43474,50,7,214.0,10,8,0,51.0,0
C42152,340,4,545.0,63,2,0,41.0,0
C41743,82,10,929.0,45,15,1,40.0,0
C43631,28,7,243.0,11,11,0,20.0,0
C40834,19,31,2147.0,61,38,6,49.0,1
C40268,21,32,3603.0,67,37,1,45.0,1
C40157,20,22,2144.0,58,22,2,40.0,1
C43458,24,8,239.0,10,11,0,39.0,0
C41773,46,6,919.0,48,9,2,29.0,0
C40587,23,25,3740.0,49,30,3,40.0,1
C40347,22,29,2594.0,56,41,3,39.0,0
C40204,26,15,4035.0,53,31,2,36.0,1
C43534,32,4,324.0,13,10,1,35.0,0
C41028,104,13,757.0,50,15,1,41.0,0
C42218,400,3,397.0,63,1,2,52.0,0
C42676,416,3,444.0,61,1,2,48.0,0
C40717,19,21,1401.0,58,16,6,36.0,1
C43888,25,5,407.0,1,9,0,28.0,0
C42261,345,3,195.0,59,3,0,54.0,0
C42919,282,3,389.0,62,1,0,60.0,0
C40098,22,15,1925.0,63,37,6,55.0,0
C41650,102,7,826.0,47,14,1,51.0,0
C42058,89,14,809.0,45,10,1,50.0,0
C41986,79,10,654.0,39,12,0,45.0,0
C40133,27,25,2621.0,51,33,4,21.0,1
C42137,343,4,428.0,54,2,0,53.0,0
C42759,308,3,562.0,57,1,0,42.0,0
C41848,72,13,555.0,38,15,4,45.0,0
C42718,374,1,560.0,58,1,1,60.0,0
C42382,325,2,344.0,70,2,0,61.0,0
C43672,37,7,290.0,12,8,0,38.0,0
C43840,29,6,175.0,22,9,0,39.0,0
C40015,19,33,2706.0,71,25,3,26.0,1
C42670,383,3,405.0,51,0,0,49.0,0
C42656,282,1,504.0,56,2,0,64.0,0
C40362,21,22,1821.0,58,39,3,38.0,1
C42925,337,2,432.0,58,2,0,79.0,0
C44117,37,4,216.0,1,14,1,32.0,0
C41919,81,11,746.0,38,13,2,22.0,0
C41155,62,13,1002.0,44,17,0,43.0,0
C40590,24,17,3211.0,50,28,8,51.0,1
C40048,30,19,1891.0,60,42,4,45.0,1
C43241,40,7,432.0,1,8,0,45.0,0
C44025,40,6,299.0,1,10,0,33.0,0
C42165,216,4,404.0,58,4,0,69.0,0
C44022,36,8,456.0,8,8,0,43.0,0
C42691,308,2,341.0,49,3,0,30.0,0
C41071,81,11,1030.0,43,18,0,53.0,0
C43242,33,6,280.0,23,15,0,34.0,0
C42323,406,3,285.0,59,2,1,60.0,0
C42119,264,2,562.0,59,1,0,51.0,0
C43268,37,4,264.0,1,8,1,40.0,0
C43730,48,5,407.0,5,6,1,19.0,0
C42335,202,5,442.0,57,2,0,52.0,0
C42497,308,2,367.0,57,2,0,51.0,0
C41637,98,14,1000.0,48,12,2,49.0,0
C43291,35,6,281.0,17,11,1,34.0,0
C42623,358,3,499.0,61,1,0,41.0,0
C43360,47,6,316.0,6,10,1,26.0,1
C41683,91,9,1238.0,32,13,1,38.0,1
C40082,26,24,1631.0,51,33,5,46.0,1
C41231,97,17,716.0,48,8,0,45.0,0
C42991,275,7,390.0,53,1,1,63.0,0
C41934,56,10,736.0,35,11,1,63.0,0
C40068,19,21,1680.0,71,30,1,57.0,1
C42999,304,2,388.0,60,4,1,45.0,0
C43087,276,2,570.0,55,1,2,49.0,0
C42699,279,2,385.0,71,0,0,54.0,0
C40141,20,30,2289.0,58,35,3,37.0,1
C40770,19,16,2152.0,68,31,1,36.0,1
C40207,20,20,3297.0,50,19,3,36.0,0
C42246,371,3,500.0,53,2,1,41.0,0
C41543,62,10,981.0,47,16,1,43.0,0
C40459,29,6,2202.0,64,43,3,42.0,0
C43323,37,7,313.0,3,8,0,44.0,0
C42404,219,2,392.0,54,1,0,55.0,0
C43884,41,3,189.0,4,4,1,33.0,0
C40845,13,17,2383.0,66,16,2,45.0,1
C44166,44,5,348.0,10,18,0,50.0,0
C42424,378,0,356.0,53,3,0,43.0,0
C43632,39,6,378.0,9,16,0,20.0,0
C43418,30,7,308.0,9,10,1,37.0,0
C41165,108,9,1062.0,53,11,0,31.0,0
C41948,89,4,846.0,45,6,1,60.0,0
C43383,40,10,192.0,19,10,0,48.0,0
C44081,45,8,274.0,1,14,2,18.0,0
C41932,71,15,944.0,34,21,0,43.0,0
C43810,43,4,283.0,3,5,1,48.0,0
C42450,267,4,646.0,67,3,0,49.0,0
C42983,479,3,5.0,52,2,0,50.0,0
C42254,370,1,588.0,53,5,1,53.0,0
C40038,23,20,2152.0,62,27,4,49.0,0
C44048,43,8,247.0,12,18,0,26.0,0
C43681,53,8,312.0,13,9,0,36.0,0
C42030,87,13,946.0,35,11,2,37.0,0
C43498,48,3,332.0,9,12,1,,0
C40809,16,5,1980.0,44,36,1,36.0,1
C40852,21,21,2028.0,77,26,6,59.0,1
C44171,22,3,232.0,10,12,0,19.0,0
C40993,19,25,1317.0,48,29,2,50.0,0
C40592,22,26,2191.0,65,34,4,39.0,0
C43482,29,10,348.0,6,11,3,39.0,0
C43577,44,1,275.0,2,6,0,43.0,0
C43178,43,4,300.0,18,5,0,32.0,0
C40761,12,24,1622.0,70,39,5,43.0,1
C42198,314,1,546.0,48,4,0,52.0,0
C40734,16,28,2278.0,65,44,4,59.0,1
C43314,37,3,230.0,8,12,0,20.0,0
C41399,75,6,1064.0,41,13,0,60.0,0
C43566,29,6,286.0,11,6,1,31.0,0
C41321,52,15,1089.0,55,16,0,35.0,0
C41553,73,7,1020.0,48,12,1,26.0,0
C41695,56,11,1152.0,40,21,1,41.0,1
C41190,99,5,769.0,56,18,1,44.0,1
C41118,120,7,737.0,54,11,0,41.0,0
C42508,260,3,396.0,58,0,0,60.0,0
C40107,29,16,3588.0,57,27,1,60.0,1
C43341,32,4,290.0,7,8,1,24.0,0
C42384,286,6,371.0,52,2,0,43.0,0
C42921,324,2,526.0,64,3,0,43.0,0
C41656,72,11,730.0,56,9,1,32.0,0
C43754,28,7,374.0,11,1,2,41.0,0
C42732,149,4,384.0,60,2,0,60.0,0
C44017,35,6,339.0,5,10,1,34.0,0
C42729,426,3,583.0,54,2,0,48.0,0
C42046,51,13,1071.0,52,20,0,45.0,0
C41988,71,8,869.0,50,13,1,59.0,0
C42678,151,2,396.0,55,4,0,60.0,0
C42637,368,2,349.0,61,1,1,53.0,0
C44199,23,3,449.0,8,12,3,30.0,0
C44013,46,6,433.0,1,16,0,32.0,0
C42389,392,5,562.0,66,1,0,51.0,0
C42468,316,5,457.0,65,2,0,41.0,0
C43419,28,8,356.0,4,7,1,27.0,0
C41580,102,5,814.0,49,10,1,32.0,0
C41661,70,10,1366.0,47,14,1,44.0,0
C41527,102,16,919.0,50,20,0,61.0,0
C43751,32,5,332.0,14,7,0,20.0,1
C40183,14,24,2358.0,61,37,2,53.0,1
C42110,325,3,377.0,60,3,0,51.0,0
C41079,79,8,702.0,38,13,0,53.0,1
C40828,18,19,1611.0,65,39,4,50.0,0
C40023,24,31,2680.0,76,31,2,47.0,1
C42542,344,2,219.0,55,3,0,46.0,0
C40851,14,22,2774.0,56,30,2,57.0,1
C43824,23,8,326.0,3,12,0,33.0,1
C41516,85,7,639.0,63,13,1,43.0,0
C42283,343,2,592.0,63,2,0,48.0,0
C42931,271,4,628.0,53,2,0,64.0,0
C40061,15,20,3067.0,60,23,6,54.0,0
C41828,114,9,758.0,61,11,2,41.0,0
C42371,397,6,443.0,56,2,0,52.0,0
C43655,43,7,284.0,1,7,1,28.0,0
C42976,288,3,336.0,61,2,2,48.0,0
C41139,80,10,1358.0,70,15,0,48.0,0
C40871,24,20,2511.0,59,36,2,44.0,1
C43862,45,10,417.0,1,10,1,31.0,0
C42873,330,2,445.0,58,2,0,43.0,0
C40880,14,21,3351.0,61,35,2,54.0,0
C40446,16,26,1595.0,58,18,0,46.0,0
C40762,29,24,1839.0,67,19,4,51.0,1
C42125,284,2,409.0,54,1,0,46.0,0
C40123,19,12,571.0,72,30,4,35.0,1
C42238,309,3,249.0,55,2,1,55.0,0
C40564,16,25,1892.0,65,35,5,37.0,1
C42928,215,2,469.0,65,2,0,62.0,0
C42725,338,7,587.0,53,2,0,64.0,0
C41945,37,10,612.0,38,16,1,51.0,0
C42063,81,14,723.0,50,13,2,38.0,0
C43328,45,6,266.0,3,8,1,35.0,0
C41080,71,9,976.0,52,5,0,57.0,0
C44088,31,7,282.0,8,15,0,18.0,0
C42900,438,4,454.0,63,1,0,53.0,0
C43344,47,9,279.0,1,0,0,18.0,0
C42521,459,4,402.0,64,2,0,46.0,0
C41754,72,13,1230.0,51,9,1,58.0,0
C40260,20,11,3056.0,57,34,2,52.0,1
C42878,198,5,262.0,51,0,0,41.0,0
C40996,18,20,2531.0,71,26,3,27.0,0
C43812,33,7,155.0,1,3,2,34.0,0
C43255,41,5,359.0,13,11,0,40.0,0
C43014,385,0,494.0,58,2,0,67.0,0
C43608,25,6,414.0,4,6,1,38.0,0
C42832,163,3,502.0,59,2,0,56.0,0
C42444,325,3,226.0,50,2,0,48.0,0
C43099,366,2,390.0,63,1,0,81.0,0
C43578,46,11,210.0,20,10,0,38.0,0
C40914,22,27,3277.0,64,24,5,29.0,0
C40011,10,31,1854.0,71,49,2,44.0,1
C42930,223,2,282.0,61,1,0,41.0,0
C43652,37,6,128.0,1,11,0,27.0,0
C41801,26,11,1047.0,49,13,1,35.0,1
C42560,261,3,384.0,61,1,0,57.0,0
C43118,279,3,448.0,68,1,0,73.0,0
C44148,15,9,270.0,3,17,1,38.0,0
C42598,301,5,349.0,58,1,1,54.0,0
C40525,24,23,1769.0,67,10,3,30.0,0
C42550,391,4,350.0,57,2,0,67.0,0
C41097,60,16,852.0,47,11,1,40.0,0
C42840,235,4,380.0,58,1,0,50.0,0
C44091,26,7,200.0,10,12,1,31.0,0
C42952,398,4,395.0,56,2,0,44.0,0
C42358,197,2,395.0,53,0,0,47.0,0
C42212,428,1,405.0,71,2,1,69.0,0
C41878,111,13,994.0,41,20,3,37.0,0
C40315,16,21,2693.0,54,33,6,39.0,1
C43813,27,7,227.0,1,10,4,32.0,0
C41380,81,10,1005.0,46,15,1,38.0,0
C43524,56,8,257.0,1,15,0,27.0,0
C41496,80,6,417.0,61,16,2,48.0,0
C42824,298,6,556.0,59,0,0,44.0,0
C40117,15,34,2468.0,50,34,3,35.0,1
C40108,22,19,,54,34,2,41.0,0
C40934,21,18,3380.0,73,29,6,39.0,1
C42043,87,3,793.0,62,14,1,43.0,0
C41167,89,17,976.0,46,14,1,59.0,0
C43168,56,7,396.0,1,12,2,25.0,1
C43640,43,6,390.0,3,7,0,42.0,0
C44021,46,7,291.0,3,9,2,18.0,0
C41605,103,14,1050.0,35,17,0,48.0,0
C40152,13,25,2144.0,50,18,4,56.0,1
C43611,32,5,263.0,8,15,1,26.0,0
C41202,73,18,1543.0,45,16,0,28.0,0
C43997,46,3,304.0,1,11,0,43.0,0
C43756,29,6,318.0,1,5,2,35.0,0
C43715,45,7,349.0,3,10,0,42.0,0
C40784,6,33,3448.0,56,24,4,31.0,1
C43182,28,7,298.0,15,14,0,30.0,0
C41544,66,10,956.0,45,10,1,65.0,0
C42041,113,12,1018.0,50,16,3,51.0,0
C42220,280,3,441.0,47,2,0,51.0,0
C44127,21,5,284.0,8,6,0,31.0,0
C40259,11,21,2725.0,67,38,1,40.0,0
C40790,7,23,3083.0,67,29,5,30.0,0
C42890,260,0,345.0,63,4,1,50.0,0
C40445,18,20,2356.0,62,22,1,26.0,0
C43398,39,8,386.0,1,15,1,22.0,0
C41706,64,7,1097.0,42,11,1,57.0,0
C42917,253,2,515.0,66,1,0,77.0,0
C44125,45,6,384.0,11,5,1,18.0,0
C43782,34,7,197.0,7,10,1,33.0,0
C43804,52,9,297.0,1,11,0,40.0,0
C41142,87,11,737.0,49,17,1,47.0,0
C42724,315,4,309.0,68,3,1,40.0,0
C42182,306,1,513.0,56,3,0,63.0,0
C43966,44,9,342.0,10,15,1,39.0,0
C43414,34,8,273.0,16,10,2,24.0,0
C41354,127,14,786.0,40,19,0,45.0,0
C42510,340,3,417.0,64,2,2,51.0,0
C41395,48,8,743.0,44,9,1,36.0,1
C42223,360,1,455.0,69,2,1,64.0,0
C43915,49,4,146.0,19,8,0,29.0,0
C42191,391,5,430.0,58,3,0,48.0,0
C42634,381,3,373.0,51,2,0,55.0,0
C41324,44,20,1055.0,56,10,1,51.0,0
C41072,86,11,646.0,56,13,1,43.0,0
C42924,222,3,322.0,63,2,0,57.0,0
C41757,25,9,503.0,39,20,0,36.0,0
C42940,316,1,480.0,63,2,0,57.0,0
C43484,48,9,427.0,19,6,0,49.0,0
C40921,18,30,2452.0,69,41,2,41.0,1
C43998,31,9,356.0,6,10,0,34.0,0
C43637,18,3,311.0,7,6,1,52.0,0
C40160,8,24,2492.0,58,38,2,43.0,0
C41908,80,7,907.0,47,15,2,37.0,0
C42048,132,14,789.0,38,18,2,39.0,0
C42324,250,4,548.0,75,2,1,56.0,0
C43258,46,5,335.0,4,8,1,31.0,0
C40376,16,25,703.0,60,21,6,39.0,1
C43807,28,6,339.0,19,14,1,27.0,0
C43718,34,5,306.0,2,12,1,21.0,0
