customer_id,month,tenure_months,monthly_usage_gb,support_tickets,add_ons,monthly_charges,price_increase,churned
C104039,1,56,49.0,0,3,66.46,0,0
C104040,1,0,20.9,1,3,61.56,0,0
C104041,1,28,24.3,3,1,48.28,0,0
C104042,1,4,55.2,0,1,84.0,0,1
C104043,1,48,78.2,2,1,79.42,1,0
C104044,1,27,56.4,3,1,75.14,0,0
C104045,1,55,71.1,0,2,64.39,0,0
C104046,1,36,63.5,1,0,75.18,0,0
C104047,1,31,27.0,2,1,35.95,0,1
C104048,1,36,55.8,4,2,65.59,0,0
C104049,1,34,39.0,1,3,108.94,0,0
C104050,1,21,34.7,1,2,84.28,0,0
C104051,1,24,83.3,1,1,66.99,0,0
C104052,1,11,68.8,2,1,63.21,0,0
C104053,1,11,74.0,1,1,71.75,0,0
C104054,1,0,50.7,1,1,47.17,0,1
C104055,1,41,35.1,2,1,44.11,0,0
C104056,1,28,44.8,1,6,75.68,0,0
C104057,1,67,68.5,2,0,37.88,0,1
C104058,1,46,67.4,3,2,42.4,0,0
C104059,1,52,23.4,3,1,42.46,0,0
C104060,1,31,71.3,1,1,82.19,0,0
C104061,1,62,61.4,0,1,50.9,0,0
C104062,1,4,64.5,1,1,54.37,0,0
C104063,1,2,62.1,2,2,59.23,0,0
C104064,1,6,47.6,2,3,108.02,0,0
C104065,1,42,56.3,2,3,47.8,0,0
C104066,1,38,16.8,1,2,76.94,0,1
C104067,1,34,55.8,1,2,59.68,0,0
C104068,1,45,50.6,0,1,82.47,0,0
C104069,1,14,47.9,1,5,42.71,0,0
C104070,1,19,86.4,0,1,67.35,0,0
C104071,1,14,29.7,1,6,73.42,0,1
C104072,1,22,30.9,2,2,60.81,0,0
C104073,1,21,18.8,1,4,33.9,0,1
C104074,1,52,64.3,1,2,116.0,1,0
C104075,1,47,53.3,1,1,63.77,0,1
C104076,1,31,77.8,3,3,48.88,0,0
C104077,1,72,88.2,1,0,33.69,0,0
C104078,1,72,75.8,0,1,72.03,0,0
C104079,1,28,49.6,0,4,56.92,0,0
C104080,1,13,48.1,2,3,91.57,0,1
C104081,1,37,63.4,2,1,72.9,0,0
C104082,1,16,65.3,2,1,68.38,0,0
C104083,1,0,51.0,1,1,50.36,0,0
C104084,1,33,59.0,2,3,49.06,0,0
C104085,1,41,51.7,4,1,61.34,1,0
C104086,1,44,55.6,1,2,72.07,1,0
C104087,1,33,94.5,2,1,91.99,0,0
C104088,1,23,47.7,0,2,51.01,0,0
C104089,1,0,52.7,4,1,75.68,0,0
C104090,1,18,66.4,3,1,61.91,0,0
C104091,1,49,12.2,0,2,71.74,0,1
C104092,1,19,57.4,2,2,99.33,0,0
C104093,1,0,57.8,1,1,94.04,0,1
C104094,1,46,29.0,3,4,52.66,0,1
C104095,1,61,51.8,1,1,78.31,0,0
C104096,1,3,67.2,0,1,57.09,0,0
C104097,1,41,50.1,2,1,96.56,0,1
C104098,1,15,48.1,2,0,23.52,1,0
C104099,1,41,72.4,2,2,76.79,0,0
C104100,1,36,65.1,1,1,46.01,0,0
C104101,1,33,50.7,1,1,67.25,0,0
C104102,1,41,70.8,3,1,25.7,0,0
C104103,1,54,57.1,2,3,49.58,0,0
C104104,1,35,87.4,4,4,83.6,0,0
C104105,1,22,43.0,0,1,64.74,0,0
C104106,1,12,36.8,5,0,74.69,0,1
C104107,1,16,82.0,0,2,68.01,0,0
C104108,1,14,57.0,2,1,82.07,0,0
C104109,1,49,79.1,1,1,68.35,0,0
C104110,1,10,69.8,2,0,49.67,0,0
C104111,1,26,1.0,0,4,106.12,0,1
C104112,1,52,15.1,2,1,71.03,0,0
C104113,1,34,65.0,0,1,81.0,0,0
C104114,1,12,53.6,4,3,72.82,0,1
C104115,1,16,79.6,2,4,84.29,0,1
C104116,1,14,52.2,2,3,88.31,1,0
C104117,1,21,47.6,0,2,63.23,0,0
C104118,1,57,51.9,1,2,68.86,0,0
C104119,1,28,20.2,0,1,76.69,0,0
C104120,1,26,89.3,2,2,65.64,0,0
C104121,1,47,24.2,3,1,86.93,0,0
C104122,1,61,50.2,2,1,51.38,0,0
C104123,1,31,34.0,0,1,88.46,0,1
C104124,1,7,79.8,1,1,72.26,0,0
C104125,1,16,51.1,2,3,64.48,0,0
C104126,1,0,62.7,1,2,52.74,0,0
C104127,1,70,54.7,2,2,114.11,0,1
C104128,1,14,72.7,0,1,104.34,0,0
C104129,1,43,42.6,1,1,86.69,0,1
C104130,1,24,62.8,1,2,106.33,0,0
C104131,1,51,42.3,2,0,103.27,0,1
C104132,1,24,31.6,2,1,70.67,0,0
C104133,1,14,69.2,1,2,73.97,1,0
C104134,1,13,57.5,1,3,78.09,0,0
C104135,1,34,59.7,0,0,60.32,0,0
C104136,1,44,49.7,1,3,70.52,0,0
C104137,1,13,4.5,0,1,50.79,0,1
C104138,1,22,89.6,0,1,37.1,0,0
C104139,1,30,45.7,1,2,36.49,0,1
C104140,1,0,43.2,2,2,117.07,0,0
C104141,1,3,39.7,1,1,88.21,1,1
C104142,1,49,45.0,1,0,53.21,0,0
C104143,1,50,84.0,2,2,70.54,0,0
C104144,1,38,63.0,0,3,107.84,0,0
C104145,1,39,68.1,0,3,96.24,0,0
C104146,1,32,66.3,2,1,73.81,0,0
C104147,1,39,63.4,0,2,97.67,1,0
C104148,1,4,39.0,0,0,74.57,0,1
C104149,1,72,33.6,1,0,66.15,0,0
C104150,1,52,33.7,0,2,69.67,0,0
C104151,1,30,43.7,1,6,82.2,0,0
C104152,1,25,66.6,1,2,64.78,0,0
C104153,1,34,70.6,4,0,54.37,0,1
C104154,1,21,83.1,0,1,80.59,0,0
C104155,1,15,42.9,0,1,71.82,0,1
C104156,1,72,51.5,0,3,53.47,0,0
C104157,1,50,31.8,0,2,65.28,0,0
C104158,1,39,45.7,2,2,60.39,0,0
C104159,1,44,64.7,3,1,69.86,0,0
C104160,1,0,25.3,1,3,42.28,0,0
C104161,1,50,80.1,0,1,65.55,0,0
C104162,1,12,70.8,2,0,33.9,0,0
C104163,1,50,59.2,0,1,71.76,0,0
C104164,1,13,61.0,0,0,70.07,0,0
C104165,1,61,63.5,2,2,74.57,0,0
C104166,1,40,67.8,0,2,46.69,0,0
C104167,1,36,64.7,2,1,48.12,0,0
C104168,1,3,65.2,2,2,62.98,0,0
C104169,1,0,42.2,2,4,63.61,0,0
C104170,1,12,28.0,1,2,79.11,0,0
C104171,1,44,88.9,2,1,42.31,0,0
C104172,1,51,19.4,2,1,67.96,0,0
C104173,1,14,54.9,0,1,67.57,0,0
C104174,1,36,38.7,0,0,57.87,0,1
C104175,1,57,53.0,1,1,42.98,0,0
C104176,1,18,54.2,0,1,63.07,0,0
C104177,1,41,17.8,2,3,107.64,1,0
C104178,1,42,42.5,2,2,98.52,0,0
C104179,1,33,51.3,2,1,63.67,0,1
C104180,1,40,55.4,3,1,94.7,0,0
C104181,1,71,42.5,1,1,110.21,0,0
C104182,1,34,57.7,1,1,62.3,1,0
C104183,1,49,118.5,2,2,60.73,0,0
C104184,1,53,67.4,0,0,65.89,0,0
C104185,1,32,28.0,1,0,72.39,0,1
C104186,1,24,53.1,1,1,41.3,0,1
C104187,1,36,52.4,1,3,68.96,0,0
C104188,1,14,40.8,0,1,34.25,0,0
C104189,1,25,60.8,0,3,32.31,0,0
C104190,1,17,55.0,0,0,53.51,0,0
C104191,1,0,52.8,1,1,62.06,0,0
C104192,1,61,31.8,3,2,65.26,0,1
C104193,1,33,69.2,1,1,84.95,0,0
C104194,1,44,48.8,1,1,67.01,0,0
C104195,1,39,45.7,2,2,71.51,0,0
C104196,1,7,63.2,2,0,62.53,1,0
C104197,1,1,42.9,3,3,61.21,0,1
C104198,1,45,50.1,2,1,46.7,0,0
C104199,1,40,18.7,1,1,69.6,0,1
C104200,1,24,57.2,0,3,62.61,0,0
C104201,1,72,91.3,0,0,68.99,0,0
C104202,1,26,56.0,2,1,68.64,0,0
C104203,1,12,84.8,1,0,81.52,0,0
C104204,1,52,33.7,2,0,52.67,0,0
C104205,1,39,48.6,0,2,82.81,0,1
C104206,1,58,39.6,4,0,79.4,0,0
C104207,1,58,58.0,1,1,75.6,0,1
C104208,1,40,67.9,2,0,50.73,0,0
C104209,1,5,60.5,0,1,58.29,0,0
C104210,1,36,63.2,0,2,42.44,1,0
C104211,1,9,28.1,4,2,89.08,0,1
C104212,1,36,66.1,0,2,60.33,0,0
C104213,1,19,80.2,1,2,31.29,0,0
C104214,1,32,49.3,3,3,57.94,0,0
C104215,1,61,60.5,1,1,107.98,0,0
C104216,1,24,80.4,0,0,82.08,0,0
C104217,1,53,34.2,2,2,66.49,0,0
C104218,1,46,54.0,0,0,85.39,0,0
C104219,1,28,40.3,2,1,35.01,1,0
C104220,1,20,55.1,2,0,56.21,0,0
C104221,1,51,86.2,4,3,78.33,0,0
C104222,1,45,68.5,0,0,54.75,0,0
C104223,1,34,59.7,0,1,61.96,1,0
C104224,1,10,59.9,2,1,117.38,0,0
C104225,1,29,56.3,1,1,78.23,0,0
C104226,1,30,73.7,1,2,51.48,0,0
C104227,1,18,64.9,0,2,62.09,0,0
C104228,1,39,56.1,2,2,49.37,1,1
C104229,1,38,58.8,3,3,59.85,1,0
C104230,1,25,52.4,1,0,54.47,0,0
C104231,1,32,59.5,2,3,65.65,0,0
C104232,1,29,59.5,1,4,62.58,0,0
C104233,1,61,98.3,1,1,46.16,0,0
C104234,1,30,14.1,1,1,93.03,0,1
C104235,1,0,62.3,1,3,91.23,0,0
C104236,1,35,37.7,2,2,55.92,1,1
C104237,1,51,73.3,1,2,86.97,0,0
C104238,1,13,86.6,0,2,38.78,0,0
C104239,1,45,33.9,2,0,55.64,1,0
C104240,1,31,64.2,4,0,73.31,0,0
C104241,1,10,68.2,0,3,52.87,1,1
C104242,1,29,53.4,0,3,85.48,0,0
C104243,1,42,76.9,2,0,94.58,0,0
C104244,1,21,59.3,3,0,59.05,0,0
C104245,1,52,39.5,1,2,84.8,0,0
C104246,1,40,31.4,0,2,57.77,0,0
C104247,1,56,94.2,0,0,56.99,0,0
C104248,1,15,45.4,1,2,51.57,0,1
C104249,1,29,46.5,3,0,112.26,0,0
C104250,1,0,63.1,1,3,67.49,1,0
C104251,1,36,45.6,3,0,84.58,0,0
C104252,1,38,56.3,0,3,49.07,0,0
C104253,1,1,45.8,1,1,91.18,0,0
C104254,1,31,53.4,1,2,49.63,0,0
C104255,1,72,53.0,1,1,102.89,1,1
C104256,1,3,60.5,2,0,122.85,0,0
C104257,1,49,68.9,1,1,60.15,0,0
C104258,1,55,50.3,1,0,50.45,0,0
C104259,1,72,45.9,0,2,67.31,0,0
C104260,1,72,66.8,3,1,37.03,1,0
C104261,1,53,25.2,2,0,84.88,0,1
C104262,1,19,42.0,2,1,56.54,0,0
C104263,1,32,47.8,1,4,50.01,1,0
C104264,1,53,41.1,2,1,72.48,0,0
C104265,1,48,51.8,1,1,67.88,0,0
C104266,1,9,30.0,1,1,40.63,0,1
C104267,1,23,43.3,3,1,75.56,0,0
C104268,1,53,10.5,0,0,82.71,0,1
C104269,1,17,43.4,0,0,98.73,0,1
C104270,1,58,63.5,0,2,75.21,0,0
C104271,1,34,31.3,2,2,64.06,0,0
C104272,1,37,48.2,1,1,83.02,0,0
C104273,1,65,87.0,2,1,67.5,0,0
C104274,1,12,83.8,0,1,71.73,0,0
C104275,1,34,65.6,1,2,62.92,0,0
C104276,1,28,54.5,0,2,35.5,0,0
C104277,1,38,49.2,0,3,67.75,0,0
C104278,1,19,33.2,1,0,57.43,0,0
C104279,1,53,50.6,0,4,106.34,0,0
C104280,1,33,64.3,2,0,72.91,0,0
C104281,1,21,54.9,0,2,77.61,0,0
C104282,1,43,85.4,1,3,97.9,0,0
C104283,1,17,63.9,0,1,37.66,0,1
C104284,1,72,43.6,2,2,64.6,0,0
C104285,1,4,65.8,2,0,94.4,0,0
C104286,1,35,56.8,0,2,71.2,0,0
C104287,1,17,74.6,0,1,40.79,0,0
C104288,1,24,42.5,2,1,53.06,0,1
C104289,1,45,75.3,2,0,81.48,0,0
C104290,1,48,67.3,1,0,23.39,0,0
C104291,1,45,21.5,1,3,115.61,0,0
C104292,1,13,61.3,0,0,66.31,0,0
C104293,1,0,41.4,2,5,78.8,0,1
C104294,1,7,69.5,4,1,62.99,0,0
C104295,1,27,36.1,1,0,91.83,0,0
C104296,1,35,54.5,3,1,94.75,0,1
C104297,1,51,68.8,2,2,69.35,1,0
C104298,1,9,38.2,2,0,72.81,0,1
C104299,1,9,57.6,0,1,71.68,0,0
C104300,1,14,42.1,0,2,39.29,1,0
C104301,1,24,21.3,1,0,53.05,0,0
C104302,1,45,86.4,3,4,34.81,0,0
C104303,1,36,80.9,0,4,43.69,0,1
C104304,1,20,49.4,2,3,36.97,0,0
C104305,1,26,43.9,2,2,92.27,0,0
C104306,1,26,32.2,2,1,68.42,0,0
C104307,1,65,44.8,2,0,78.03,0,0
C104308,1,0,54.5,1,0,82.99,0,0
C104309,1,71,66.8,2,0,73.14,1,0
C104310,1,34,72.8,0,1,72.87,0,0
C104311,1,14,36.3,2,1,76.43,1,0
C104312,1,21,102.9,2,5,66.31,0,0
C104313,1,22,88.2,0,1,68.44,0,0
C104314,1,25,57.1,0,1,57.88,0,0
C104315,1,8,48.5,4,1,77.67,0,1
C104316,1,36,55.2,1,1,75.77,0,0
C104317,1,0,42.5,0,1,66.14,0,1
C104318,1,55,60.1,1,3,56.9,0,0
C104319,1,24,60.4,0,1,94.78,0,0
C104320,1,27,80.8,3,0,39.39,0,0
C104321,1,46,58.5,1,1,58.1,0,0
C104322,1,41,65.8,1,0,54.22,0,0
C104323,1,41,56.4,2,1,65.0,0,0
C104324,1,0,58.8,2,1,91.54,0,1
C104325,1,35,39.7,2,1,114.18,0,0
C104326,1,46,78.4,2,4,52.64,0,0
C104327,1,58,45.1,0,1,89.42,0,0
C104328,1,0,55.8,1,3,50.48,0,0
C104329,1,26,46.8,1,5,63.78,0,1
C104330,1,0,7.8,1,1,86.22,0,1
C104331,1,2,54.5,1,3,76.16,0,0
C104332,1,9,50.9,3,4,66.66,0,1
C104333,1,28,74.0,0,0,59.02,0,0
C104334,1,25,79.1,2,1,55.91,0,0
C104335,1,0,36.7,3,2,88.17,0,1
C104336,1,58,100.5,3,2,80.26,0,0
C104337,1,22,58.4,1,1,49.84,0,0
C104338,1,36,62.8,4,1,61.6,0,0
C104339,1,17,48.2,0,2,71.66,0,0
C104340,1,23,21.0,1,0,79.93,0,1
C104341,1,27,70.4,1,2,89.36,0,1
C104342,1,59,40.5,3,1,73.27,0,0
C104343,1,26,79.0,1,3,94.9,0,0
C104344,1,46,28.8,0,1,89.26,0,1
C104345,1,35,62.6,5,0,51.55,0,0
C104346,1,46,69.9,3,0,64.09,0,0
C104347,1,53,67.4,3,0,39.95,0,0
C104348,1,3,57.0,2,3,31.71,0,0
C104349,1,18,41.2,0,0,26.87,0,0
C104350,1,10,73.7,1,0,122.05,0,0
C104351,1,15,55.7,1,1,82.56,0,0
C104352,1,49,75.4,0,0,38.94,0,0
C104353,1,3,25.4,0,0,59.34,0,0
C104354,1,22,42.2,1,2,66.28,0,0
C104355,1,41,87.3,2,2,73.36,0,0
C104356,1,40,86.4,1,2,97.52,1,0
C104357,1,6,13.9,1,1,55.03,0,1
C104358,1,67,25.9,3,3,21.73,0,1
C104359,1,23,25.2,4,0,63.85,0,0
C104360,1,35,88.8,0,1,64.2,0,0
C104361,1,34,48.3,1,1,106.63,0,0
C104362,1,33,38.7,0,2,75.13,1,0
C104363,1,56,52.9,4,3,45.45,0,0
C104364,1,40,66.2,2,1,80.67,1,0
C104365,1,46,51.0,2,1,88.27,0,0
C104366,1,22,59.5,0,0,76.08,0,0
C104367,1,47,58.8,0,1,38.63,0,0
C104368,1,50,41.1,2,2,57.29,0,0
C104369,1,16,67.7,0,3,86.23,0,0
C104370,1,40,51.6,0,3,69.03,0,0
C104371,1,17,82.1,3,2,66.56,0,0
C104372,1,5,51.5,0,6,97.66,0,0
C104373,1,21,35.2,1,3,75.57,0,1
C104374,1,49,49.9,2,5,65.87,0,0
C104375,1,45,56.6,1,0,79.71,0,0
C104376,1,54,47.0,1,0,75.77,0,0
C104377,1,0,32.5,0,0,80.1,0,1
C104378,1,27,46.2,1,2,84.81,0,0
C104379,1,39,66.2,0,1,60.05,0,0
C104380,1,30,61.8,1,1,66.92,1,1
C104381,1,32,49.2,1,3,67.03,0,0
C104382,1,22,45.6,1,1,47.37,0,1
C104383,1,53,61.0,2,0,59.8,0,0
C104384,1,36,44.8,1,3,81.94,0,1
C104385,1,34,66.1,1,2,81.71,0,0
C104386,1,0,67.5,1,0,77.18,1,1
C104387,1,44,58.9,0,0,68.0,0,0
C104388,1,25,58.3,2,1,59.75,0,0
C104389,1,36,50.5,2,5,85.09,0,0
C104390,1,60,87.0,4,3,80.97,0,0
C104391,1,14,64.9,0,2,89.73,0,0
C104392,1,30,60.4,2,2,36.29,1,0
C104393,1,6,46.7,0,2,87.7,0,0
C104394,1,39,26.8,1,4,71.06,0,1
C104395,1,27,66.7,0,3,64.35,0,0
C104396,1,23,69.9,1,1,75.85,0,0
C104397,1,21,59.3,1,4,86.17,0,1
C104398,1,1,78.2,2,3,49.73,0,0
C104399,1,56,47.0,2,1,50.41,0,0
C104400,1,38,50.0,1,1,88.5,0,0
C104401,1,47,42.6,2,3,55.7,0,1
C104402,1,14,59.6,0,1,23.06,0,0
C104403,1,44,39.2,1,2,78.4,0,0
C104404,1,34,13.3,1,1,67.16,0,0
C104405,1,0,36.9,1,4,110.83,0,0
C104406,1,18,91.7,2,1,105.9,0,0
C104407,1,25,72.5,0,0,125.98,0,0
C104408,1,17,71.4,2,0,60.25,0,0
C104409,1,27,48.3,0,2,64.92,1,0
C104410,1,0,47.2,1,3,73.41,0,0
C104411,1,27,54.4,1,1,67.22,0,1
C104412,1,38,48.1,2,0,69.68,0,0
C104413,1,34,55.7,2,0,113.04,0,0
C104414,1,31,30.1,2,1,73.9,0,0
C104415,1,21,67.5,2,1,64.3,0,0
C104416,1,62,70.1,3,1,103.8,1,0
C104417,1,12,52.8,1,2,42.64,0,0
C104418,1,43,83.9,1,2,56.24,0,1
C104419,1,29,38.3,1,0,77.83,0,0
C104420,1,26,48.4,3,1,80.48,0,0
C104421,1,17,69.9,1,3,65.66,0,0
C104422,1,35,58.7,1,1,31.37,0,0
C104423,1,37,70.6,1,1,68.57,0,0
C104424,1,26,12.8,1,1,63.57,0,1
C104425,1,38,37.9,1,2,71.28,0,0
C104426,1,29,30.4,2,0,95.72,0,1
C104427,1,15,61.7,2,2,108.91,0,1
C104428,1,25,72.3,1,0,71.02,0,0
C104429,1,11,53.6,0,1,80.39,0,0
C104430,1,46,56.2,1,3,80.21,0,0
C104431,1,10,28.3,0,0,77.75,0,1
C104432,1,46,42.5,2,1,109.28,0,0
C104433,1,16,34.0,3,2,86.15,0,1
C104434,1,55,61.4,2,3,65.28,0,0
C104435,1,51,120.0,2,3,73.87,0,0
C104436,1,17,69.6,0,0,67.93,1,0
C104437,1,14,39.5,0,1,78.86,0,0
C104438,1,40,54.0,0,1,81.95,0,1
C104439,1,39,60.3,3,2,58.79,0,0
C104440,1,20,24.7,1,0,51.46,1,1
C104441,1,4,54.5,1,1,60.93,0,0
C104442,1,46,47.0,2,1,58.48,0,0
C104443,1,42,61.8,2,1,59.33,0,1
C104444,1,54,32.8,0,0,93.47,0,0
C104445,1,47,55.3,3,1,71.19,0,0
C104446,1,20,79.7,1,2,71.29,0,0
C104447,1,20,50.3,0,0,74.52,0,1
C104448,1,24,61.0,1,1,77.17,0,0
C104449,1,29,50.4,0,1,86.49,0,0
C104450,1,25,37.1,1,3,73.95,0,0
C104451,1,23,83.8,1,0,57.18,0,0
C104452,1,17,62.0,1,2,71.8,0,0
C104453,1,0,73.9,2,4,83.2,0,0
C104454,1,17,72.3,1,1,62.99,0,0
C104455,1,55,52.9,0,3,50.47,0,0
C104456,1,14,72.4,0,4,55.72,0,0
C104457,1,31,53.0,0,0,68.03,0,0
C104458,1,20,30.1,3,2,63.67,0,1
C104459,1,21,47.1,1,0,70.82,0,0
C104460,1,7,92.7,3,1,82.05,0,0
C104461,1,34,73.8,0,5,85.21,0,0
C104462,1,26,43.5,0,0,86.67,0,0
C104463,1,34,39.0,0,0,66.16,0,0
C104464,1,0,53.4,0,2,72.24,0,0
C104465,1,26,65.8,2,4,88.83,0,0
C104466,1,21,25.0,0,2,75.92,0,1
C104467,1,43,59.2,2,5,54.12,0,0
C104468,1,33,68.4,0,2,93.52,0,0
C104469,1,24,57.6,1,0,78.15,0,0
C104470,1,41,49.8,4,1,41.75,0,0
C104471,1,0,49.6,1,3,93.7,0,0
C104472,1,49,46.3,5,3,84.58,0,0
C104473,1,39,54.9,2,1,43.76,0,0
C104474,1,38,79.9,1,3,81.85,0,0
C104475,1,30,54.1,1,1,99.08,0,0
C104476,1,19,56.5,1,1,59.6,0,0
C104477,1,34,80.1,1,2,106.82,0,0
C104478,1,40,33.5,1,1,77.07,0,1
C104479,1,16,34.2,2,3,73.61,0,1
C104480,1,44,95.2,1,0,93.82,0,0
C104481,1,38,55.0,1,1,53.17,0,1
C104482,1,35,27.6,4,0,96.7,0,0
C104483,1,29,45.9,2,4,69.05,1,0
C104484,1,8,37.6,0,2,60.92,0,0
C104485,1,6,87.7,1,3,72.58,0,0
C104486,1,23,35.2,0,1,38.7,1,0
C104487,1,26,64.7,0,3,51.86,0,0
C104488,1,70,39.0,2,1,70.69,0,0
C104489,1,20,53.5,1,1,61.22,0,0
C104490,1,43,35.9,3,4,62.74,0,1
C104491,1,44,41.6,1,1,79.85,0,0
C104492,1,36,52.6,1,1,85.38,0,0
C104493,1,28,44.0,2,2,75.07,0,0
C104494,1,52,39.0,0,2,56.34,0,0
C104495,1,65,36.8,2,1,67.8,0,1
C104496,1,21,50.0,2,1,87.7,1,1
C104497,1,32,80.6,1,1,77.26,0,0
C104498,1,29,65.3,1,0,70.21,0,0
C104499,1,15,59.3,0,0,100.05,0,0
C104500,1,30,44.1,2,0,74.37,0,0
C104501,1,38,63.8,3,1,51.98,0,0
C104502,1,25,60.1,2,2,60.61,0,0
C104503,1,19,28.4,2,2,58.6,0,1
C104504,1,57,39.7,2,4,90.04,0,1
C104505,1,60,43.3,0,1,75.56,0,0
C104506,1,44,91.3,1,1,84.01,0,0
C104507,1,18,50.9,1,1,56.89,0,1
C104508,1,56,68.1,0,1,66.0,0,0
C104509,1,33,61.7,1,1,68.87,0,0
C104510,1,0,39.1,0,3,55.73,0,0
C104511,1,51,78.8,0,3,82.1,0,0
C104512,1,25,69.4,2,2,91.9,0,0
C104513,1,17,43.5,0,1,50.23,0,0
C104514,1,39,62.8,0,0,80.99,1,0
C104515,1,10,40.4,2,3,42.23,0,0
C104516,1,27,73.0,0,2,94.41,1,0
C104517,1,3,55.8,0,2,97.62,0,0
C104518,1,34,61.1,2,3,56.07,0,0
C104519,1,4,46.7,2,4,70.67,0,1
C104520,1,40,45.3,0,2,58.62,0,0
C104521,1,0,42.7,1,0,65.54,0,0
C104522,1,69,24.9,2,3,44.86,1,0
C104523,1,0,54.6,1,1,71.71,0,0
C104524,1,30,32.7,1,0,31.68,0,0
C104525,1,30,71.2,1,2,27.99,0,0
C104526,1,72,70.5,0,1,86.47,0,0
C104527,1,0,73.6,1,2,68.76,0,0
C104528,1,29,68.5,3,0,44.71,0,0
C104529,1,46,62.6,1,0,42.58,0,0
C104530,1,22,29.6,1,4,52.5,0,1
C104531,1,25,77.5,0,0,89.77,0,0
C104532,1,17,38.0,1,3,71.09,1,0
C104533,1,40,31.7,0,0,58.39,0,0
C104534,1,39,60.4,2,1,65.11,0,0
C104535,1,6,45.3,2,1,70.5,0,0
C104536,1,54,47.4,0,0,51.28,0,0
C104537,1,7,41.6,2,2,90.42,0,0
C104538,1,0,65.3,1,1,78.81,0,0
C104539,1,44,63.0,1,2,63.68,0,1
C104540,1,47,80.5,0,3,59.5,0,0
C104541,1,11,52.9,0,3,91.73,0,1
C104542,1,35,26.0,1,2,75.57,1,0
C104543,1,5,79.1,0,3,71.42,0,0
C104544,1,14,79.9,0,2,91.56,0,0
C104545,1,21,63.9,1,1,84.07,0,0
C104546,1,18,105.5,0,2,47.7,0,0
C104547,1,20,70.4,3,1,61.11,0,0
C104548,1,60,25.7,1,0,68.79,0,1
C104549,1,22,35.5,2,0,38.53,0,1
C104550,1,26,80.2,1,0,80.27,1,1
C104551,1,28,71.4,1,4,65.52,0,0
C104552,1,10,30.1,0,3,99.63,0,0
C104553,1,12,41.4,2,4,76.78,0,0
C104554,1,32,71.7,1,3,60.07,1,0
C104555,1,27,92.3,2,3,101.51,1,0
C104556,1,45,38.0,2,1,88.13,1,1
C104557,1,26,55.3,0,3,51.05,0,0
C104558,1,22,50.5,0,3,82.7,0,0
C104559,1,45,38.0,1,1,66.07,0,0
C104560,1,54,59.9,0,0,56.02,1,0
C104561,1,0,28.4,1,0,53.22,0,1
C104562,1,31,56.7,1,0,37.77,0,0
C104563,1,40,115.2,1,4,48.96,0,0
C104564,1,44,71.4,0,1,36.21,1,0
C104565,1,48,75.9,0,2,71.92,0,0
C104566,1,15,65.2,1,1,110.38,0,0
C104567,1,27,76.8,2,0,41.16,0,0
C104568,1,55,59.2,3,3,72.13,0,0
C104569,1,61,70.0,2,1,42.31,0,0
C104570,1,57,55.9,2,2,96.03,1,0
C104571,1,28,37.2,0,1,57.05,0,1
C104572,1,15,44.2,0,0,73.7,0,1
C104573,1,18,47.3,0,2,53.92,0,0
C104574,1,52,53.0,0,3,67.73,1,0
C104575,1,45,55.5,1,3,104.78,0,0
C104576,1,20,48.4,1,0,89.47,0,0
C104577,1,36,69.4,0,2,80.81,0,0
C104578,1,52,40.5,0,1,78.97,0,1
C104579,1,17,64.7,2,2,79.28,0,0
C104580,1,21,54.1,1,3,65.24,1,0
C104581,1,17,49.7,2,2,80.22,0,0
C104582,1,19,42.2,1,0,36.05,0,1
C104583,1,20,46.1,3,2,69.89,0,0
C104584,1,44,64.2,0,4,74.16,0,0
C104585,1,38,33.5,4,1,103.56,0,1
C104586,1,24,61.9,3,3,54.57,0,0
C104587,1,17,62.7,0,1,67.16,0,0
C104588,1,22,40.1,2,4,62.78,0,1
C104589,1,6,46.8,1,0,48.18,0,1
C104590,1,16,30.0,0,1,20.0,0,1
C104591,1,46,41.6,0,2,53.06,0,0
C104592,1,2,75.2,0,2,48.01,0,0
C104593,1,32,75.0,0,2,70.74,1,0
C104594,1,45,55.5,2,3,113.51,0,0
C104595,1,19,35.6,1,1,94.97,0,0
C104596,1,14,62.4,0,2,87.56,0,0
C104597,1,9,31.0,0,0,80.56,0,0
C104598,1,28,60.3,2,2,69.1,0,0
C104599,1,40,20.2,1,2,70.47,0,0
C104600,2,14,61.3,3,4,49.55,0,0
C104601,2,53,81.9,0,1,54.14,0,0
C104602,2,42,30.0,1,1,81.41,0,1
C104603,2,31,48.6,2,3,83.63,0,1
C104604,2,23,60.1,2,0,92.83,0,0
C104605,2,25,39.9,0,1,87.82,0,1
C104606,2,27,36.0,1,0,60.82,1,1
C104607,2,31,49.8,3,2,65.58,0,0
C104608,2,17,48.8,2,2,58.83,0,1
C104609,2,35,70.3,1,2,82.0,0,1
C104610,2,3,54.1,2,1,122.32,0,0
C104611,2,39,51.5,2,2,75.49,0,1
C104612,2,41,69.6,1,1,71.83,0,0
C104613,2,31,76.5,1,0,126.51,0,0
C104614,2,21,22.6,1,4,57.86,0,0
C104615,2,16,49.4,0,2,74.82,0,0
C104616,2,15,25.4,1,0,56.15,0,0
C104617,2,62,36.7,2,2,52.37,0,0
C104618,2,37,81.7,2,2,69.63,0,0
C104619,2,24,77.8,2,1,63.09,0,0
